token,frequency
chelsea,1
buns,1
pembroke,1
canadian,1
wells,1
mid-prices,1
eatery-,1
warn,1
thought,1
sorts,1
20-25pounds,1
rude,1
closely,1
£30and,1
liking,1
cautious,1
highchairs,1
junior,1
purely,1
selves,1
commute,1
whenever,1
desire,1
rejects,1
familial,1
related,1
present,1
indicates,1
peoples,1
non-children-friendly,1
washed,1
already,1
garners,1
samples,1
summer,1
solstice,1
raring,1
reserving,1
starring,1
spacious,1
gastropub,1
unrecommended,1
sicilia,1
settled,1
friendliest,1
airing,1
toy,1
cravings,1
substandard,1
supported,1
tight,1
hither,1
farm,1
tourist,1
perks,1
whee,1
ordinary,1
reside,1
shitty,1
40.,1
dismal,1
maximum,1
handy,1
tempting,1
socialize,1
rival,1
ff,1
riverside-situated,1
life,1
listed,1
incorporates,1
guarantees,1
idea,1
kid-friendliness,1
dedicated,1
economical,1
medium-range,1
ranger,1
contemporary,1
trinity,1
fittingly,1
costings,1
working,1
grown-up,1
ration,1
mistaken,1
average-rating,1
lo,1
nearest,1
dearest,1
low-budget,1
tat,1
lakeside,1
founded,1
commerce,1
speak,1
doing,1
stay-cation,1
affording,1
suggests,1
ps,1
en,1
kids-free,1
position,1
bis,1
1out5,1
kings,1
reports,1
activity,1
nightlife,1
low-rate,1
mainstream,1
20-,1
25lb,1
cozy,1
tim,1
hortons,1
singletons,1
top-customer,1
west,1
values,1
splendid,1
-price,1
providers,1
garnered,1
child-welcoming,1
presents,1
purpose,1
dis,1
quadrant,1
attentive,1
winner,1
swanky,1
sea-food,1
implores,1
sales,1
japanese-food,1
ot,1
'__slot_vow_near__,1
historic,1
stat,1
crumpets,1
started,1
fix,1
mimic,1
24-hour,1
worker,1
syndrome,1
exceeds,1
bustling,1
parings,1
£20-25.yes,1
baller,1
low-reviewed,1
moire,1
dubbed,1
award,1
winning,1
attracting,1
excellent-rated,1
coloring,1
books,1
reserve,1
thew,1
lake,1
fortune,1
low-costs,1
qualified,1
recommending,1
excess,1
graded,1
-rated,1
mean,1
unfavourable,1
warning,1
shout,1
long,1
unpopular,1
residing,1
handicapped,1
favourably,1
profits,1
suffered,1
30euro,1
reflection,1
anon-children,1
£24,1
base,1
loch,1
fynes,1
food..,1
poor-rated,1
ride,1
locally,1
artisan,1
moderate-price,1
.6,1
nourishment,1
contend,1
viable,1
benefit,1
20£-30£,1
steadily,1
slice,1
history,1
snugly,1
club,1
answer,1
£22,1
sears,1
ti,1
excels,1
pub-type,1
marketplace,1
alternatives,1
5-out-of-5,1
kick,1
add,1
maximal,1
southern,1
lees,1
costed,1
pun,1
resulting,1
manner,1
oriental-style,1
creating,1
slow,1
es,1
opportunity,1
solo,1
residents,1
reach,1
arena,1
establish,1
terms,1
tars,1
family-friendly..,1
positively,1
bright,1
brown,1
checking,1
specialists,1
food-however,1
one-one,1
performances,1
occur,1
low-key,1
family-friend,1
blend,1
infused,1
1.,1
71,1
castle,1
england,1
friday,1
£-25,1
.prices,1
averaged-priced,1
passable,1
interestingly,1
ina,1
hint,1
winch,1
owners,1
relocated,1
surrounded,1
retail,1
stores,1
plain,1
fitzbilles,1
totally,1
shop-,1
trust,1
5and,1
youngsters,1
lesser,1
eagle,1
classifies,1
deserve,1
stand-out,1
onto,1
landscape,1
evenings,1
wow,1
highly-customer-rated,1
describing,1
shop-__slot_con_det_name__-is,1
furthermore,1
prices-customers,1
room,1
intermediately,1
attend,1
meaning,1
website,1
10,1
appreciates,1
patron,1
adriatic,1
fee,1
loads,1
cricketerss,1
rainbow,1
vegetarian,1
cafés,1
wrestlerss,1
pubpe,1
restaurantpe,1
