mr,ref,score,,
nan,The Eagle is a cheap coffee shop that serves Chinese food. It is located in the city centre near Burger King. It is not family-friendly and has a customer rating of 5 out of 5.,1,,
nan,The Eagle is a coffee shop that serves cheap Chinese food. It is located in the city centre near Burger King. It has a customer rating of 5 out of 5.,1,,
nan,The Eagle is a cheap coffee shop that serves Chinese food. It is located near Burger King in the riverside area. It is not family-friendly and has a customer rating of 5 out of 5.,1,,
nan,The Eagle is a cheap coffee shop that serves Chinese food. It is located near Burger King in the riverside area. It is family friendly and has a customer rating of 5 out of 5.,1,,
nan,The Eagle is a cheap coffee shop that serves Chinese food. It is located in the city centre near Burger King. It has an average customer rating and is family-friendly.,1,,
nan,The Eagle is a cheap coffee shop that serves Chinese food. It is located near Burger King in the riverside area. It is not family-friendly and has an average customer rating.,1,,
nan,The Eagle is a coffee shop that serves Chinese food. It is located near Burger King in the city centre. It is not children friendly and has a customer rating of 1 out of 5 and a high price range.,1,,
nan,The Eagle is a child friendly coffee shop that serves Chinese food. It is located in the city centre near Burger King and has a customer rating of 1 out of 5.,1,,
nan,The Eagle is a high priced coffee shop that serves Chinese food. It is located near Burger King in the riverside area. It has a customer rating of 1 out of 5 and it is not children friendly.,1,,
nan,The Eagle is a child friendly coffee shop that serves Chinese food. It is located near Burger King and has a customer rating of 1 out of 5 and a high price range.,1,,
nan,The Eagle is located in the city centre near Burger King. It is a coffee shop that serves Chinese food. It is not children friendly and has a high customer rating.,1,,
nan,The Eagle is a children friendly coffee shop that serves Chinese food. It is located in the city centre near Burger King. It has an average customer rating and a high price range.,1,,
nan,The Eagle is a children friendly coffee shop that serves Chinese food. It is located near Burger King in the riverside area. It has an average customer rating and a high price range.,1,,
nan,The Eagle is a coffee shop that serves Chinese food for less than £20. It is located in the city centre near Burger King and has a low customer rating.,1,,
nan,The Eagle is a coffee shop that serves Chinese food for less than £20. It is located near Burger King and has a low customer rating and is not family-friendly.,1,,
nan,The Eagle is a family friendly coffee shop that serves Chinese food for less than £20. It is located in the riverside area near Burger King and has a low customer rating.,1,,
nan,The Eagle is a moderately priced coffee shop that serves Chinese food. It is located in the city centre near Burger King and has a customer rating of 1 out of 5 and is not kid friendly.,1,,
nan,The Eagle is a moderately priced coffee shop that serves Chinese food. It is located in the city centre near Burger King and has a customer rating of 1 out of 5.,1,,
nan,The Eagle is a coffee shop that serves Chinese food in the moderate price range. It is located near Burger King and has a customer rating of 1 out of 5. it is not kid friendly.,1,,
nan,The Eagle is a moderately priced coffee shop that serves Chinese food. It is located in riverside near Burger King and has a customer rating of 1 out of 5.,1,,
nan,The Eagle is a coffee shop that serves Chinese food. It is located near Burger King in the city centre. It is not kid friendly and has a customer rating of 3 out of 5.,1,,
nan,The Eagle is a kid friendly coffee shop that serves Chinese food. It is located in the city centre near Burger King. It has a customer rating of 3 out of 5 and a moderate price range.,1,,
nan,The Eagle is a coffee shop that serves Chinese food. It is located near Burger King and has a moderate price range and a customer rating of 3 out of 5. it is not kid friendly.,1,,
nan,The Eagle is a kid friendly coffee shop that serves Chinese food. It is located near Burger King and has a moderate price range and a customer rating of 3 out of 5.,1,,
nan,The Eagle is a coffee shop that serves Chinese food with a price range of more than £30. It is located in the city centre near Burger King and is not child friendly.,1,,
nan,The Eagle is a children friendly coffee shop that serves Chinese food with a price range of more than £30. It is located in the city centre near Burger King.,1,,
nan,The Eagle is a coffee shop that serves Chinese food. It is located near Burger King in the riverside area. It has a high customer rating and is not child friendly. The price range is more than £30.,1,,
nan,The Eagle is a children friendly coffee shop that serves Chinese food with a price range of more than £30. It is located in the riverside area near Burger King.,1,,
nan,The Eagle is a coffee shop that serves Chinese food with a price range of £20-25. It is located in the city centre near Burger King. It has a high customer rating and is not child friendly.,1,,
nan,The Eagle is a kid friendly coffee shop that serves Chinese food with a price range of £20-25. It is located in the city centre near Burger King.,1,,
nan,The Eagle is a coffee shop that serves Chinese food in the riverside area near Burger King. It has a high customer rating and is not kid friendly. The price range is £20-25.,1,,
nan,The Eagle is a kid friendly coffee shop that serves Chinese food. It has a high customer rating and is located near Burger King in the riverside area.,1,,
nan,The Eagle is a coffee shop that serves English food. It is located in the city centre near Burger King. It is not family-friendly and has a customer rating of 5 out of 5.,1,,
nan,The Eagle is a cheap coffee shop that serves English food. It is located in the city centre near Burger King. It is family friendly and has a customer rating of 5 out of 5.,1,,
nan,The Eagle is a cheap coffee shop that serves English food. It is located near Burger King in the riverside area. It is not family friendly and has a customer rating of 5 out of 5.,1,,
nan,"The Eagle is a cheap, family friendly coffee shop that serves English food. It is located near Burger King and has a customer rating of 5 out of 5.",1,,
nan,The Eagle is a cheap coffee shop that serves English food. It is located near Burger King in the city centre. It is not family friendly and has an average customer rating.,1,,
nan,The Eagle is a cheap coffee shop that serves English food. It is located near Burger King in the riverside area. It is not family friendly and has an average customer rating.,1,,
nan,The Eagle is a coffee shop that serves English food with a high price range. It has a customer rating of 1 out of 5. it is located in the city centre near Burger King.,1,,
nan,The Eagle is a high priced coffee shop that serves English food. It is located in the city centre near Burger King and has a customer rating of 1 out of 5.,1,,
nan,The Eagle is a coffee shop that serves English food in the high price range. It is located near Burger King and has a customer rating of 1 out of 5. it is not children friendly.,1,,
nan,The Eagle is a high priced coffee shop that serves English food. It is located near Burger King in the riverside area. It is children friendly and has a customer rating of 1 out of 5.,1,,
nan,The Eagle is an expensive coffee shop that serves English food. It is located near Burger King in the city centre. It is not children friendly and has an average customer rating.,1,,
nan,The Eagle is a high priced coffee shop that serves English food. It is located in the city centre near Burger King. It has an average customer rating and is children friendly.,1,,
nan,The Eagle is a coffee shop that serves English food in the high price range. It has an average customer rating and is not children friendly. It is located near Burger King in the riverside area.,1,,
nan,The Eagle is a coffee shop that serves English food in the high price range. It has an average customer rating and is located near Burger King in the riverside area.,1,,
nan,The Eagle is a coffee shop that serves English food for less than £20. It is located in the city centre near Burger King. It is not family-friendly and has a low customer rating.,1,,
nan,The Eagle is a coffee shop that serves English food for less than £20. It is located in the city centre near Burger King and has a low customer rating.,1,,
nan,The Eagle is a coffee shop that serves English food for less than £20. It has a low customer rating and is not family-friendly. It is near Burger King in the riverside area.,1,,
nan,The Eagle is a family friendly coffee shop that serves English food for less than £20. It is near Burger King in the riverside area.,1,,
nan,The Eagle is a moderately priced coffee shop that serves English food. It is located in the city centre near Burger King and has a customer rating of 1 out of 5 and is not kid friendly.,1,,
nan,The Eagle is a coffee shop that serves English food in the moderate price range. It is located near Burger King and has a customer rating of 1 out of 5. it is not kid friendly.,1,,
nan,The Eagle is a moderately priced coffee shop that serves English food. It is located in riverside near Burger King and has a customer rating of 1 out of 5.,1,,
nan,The Eagle is a coffee shop that serves English food. It is located in the city centre near Burger King. It has a customer rating of 3 out of 5 and is not kid friendly.,1,,
nan,The Eagle is a coffee shop that serves English food in the moderate price range. It has a customer rating of 3 out of 5. it is located near Burger King in the riverside area. It is not kids friendly.,1,,
nan,The Eagle is a moderately priced coffee shop that serves English food. It is located in riverside near Burger King and has a customer rating of 3 out of 5.,1,,
nan,The Eagle is a coffee shop that serves English food for more than £30. It is located in the city centre near Burger King. It has a high customer rating and is not children friendly.,1,,
nan,The Eagle is a coffee shop that serves English food with a price range of more than £30. It has a high customer rating and is located in the city centre near Burger King.,1,,
nan,The Eagle is a coffee shop that serves English food for more than £30. It has a high customer rating and is not children friendly. It is located near Burger King in the riverside area.,1,,
nan,The Eagle is a coffee shop that serves English food with a price range of £20-25. It is located in the city centre near Burger King. It has a high customer rating and is not kid friendly.,1,,
nan,The Eagle is a coffee shop that serves English food for £20-25. It is located near Burger King in the riverside area. It has a high customer rating and is not kid friendly.,1,,
nan,The Golden Palace is a coffee shop that serves cheap Chinese food. It is located in the city centre and has an average customer rating.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food with an average customer rating. It is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food in the high price range. It has a customer rating of 1 out of 5 and is located in the city centre.,1,,
nan,The Golden Palace is a high priced coffee shop that serves Chinese food. It is located in riverside and has a customer rating of 3 out of 5.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food in the city centre. It has an average customer rating and a high price range.,1,,
nan,The Golden Palace is a high priced coffee shop that serves Chinese food. It is located in the riverside area and has an average customer rating.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food for less than £20. It is located in the city centre and has a low customer rating.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food for less than £20. It has a low customer rating and is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food in the moderate price range. It has a customer rating of 1 out of 5 and is located in the city centre.,1,,
nan,The Golden Palace is a moderate price range coffee shop that serves Chinese food. It has a customer rating of 1 out of 5 and is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food. It has a high customer rating and a price range of more than £30. It is located in the city centre.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food. It has a high customer rating and a price range of more than £30. It is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food in the city centre. It has a high customer rating and a price range of £20-25.,1,,
nan,The Golden Palace is a coffee shop that serves Chinese food. It has a high customer rating and a price range of £20-25. It is located in the riverside area.,1,,
nan,The Golden Palace is a cheap coffee shop that serves English food. It is located in the city centre and has a customer rating of 5 out of 5.,1,,
nan,The Golden Palace is a cheap coffee shop that serves English food. It is located in riverside and has a customer rating of 5 out of 5.,1,,
nan,The Golden Palace is a coffee shop that serves cheap English food. It is located in the city centre and has an average customer rating.,1,,
nan,The Golden Palace is a cheap coffee shop that serves English food. It is located in riverside and has an average customer rating.,1,,
nan,The Golden Palace is a coffee shop that serves English food in the high price range. It has a customer rating of 1 out of 5 and is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves English food in the high price range. It has an average customer rating and is located in the city centre.,1,,
nan,The Golden Palace is an expensive coffee shop that serves English food. It is located in riverside and has a high customer rating.,1,,
nan,The Golden Palace is a coffee shop that serves English food for less than £20. It has a low customer rating and is located in the city centre.,1,,
nan,The Golden Palace is a coffee shop that serves English food for less than £20. It has a low customer rating and is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves English food in the moderate price range. It has a customer rating of 1 out of 5 and is located in the city centre.,1,,
nan,The Golden Palace is a coffee shop that serves English food in the moderate price range. It has a customer rating of 1 out of 5 and is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves English food in the moderate price range. It has a customer rating of 3 out of 5 and is located in the city centre.,1,,
nan,The Golden Palace is a moderately priced coffee shop that serves English food. It has a customer rating of 3 out of 5 and is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves English food. It has a high customer rating and a price range of more than £30. It is located in the city centre.,1,,
nan,The Golden Palace is a coffee shop that serves English food for more than £30. It has a high customer rating and is located in the riverside area.,1,,
nan,The Golden Palace is a coffee shop that serves English food. It has a high customer rating and a price range of £20-25. It is located in the city centre.,1,,
nan,The Golden Palace is a coffee shop that serves English food. It has a high customer rating and a price range of £20-25. It is located in the riverside area.,1,,
nan,The Mill is a cheap coffee shop that serves Chinese food. It is located in riverside near The Sorrento.,1,,
nan,The Mill is a high priced coffee shop that serves Chinese food. It is located in the city centre near The Sorrento.,1,,
nan,The Mill is a high priced coffee shop that serves Chinese food. It is located near The Sorrento in the riverside area.,1,,
nan,The Mill is a coffee shop that serves Chinese food for less than £20. It is located in the city centre near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves Chinese food for less than £20. It is near The Sorrento in the riverside area.,1,,
nan,The Mill is a coffee shop that serves Chinese food. It has a moderate price range and is located in riverside near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves Chinese food with a price range of more than £30. It is located in the riverside area near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves Chinese food. It has a price range of £20-25 and is located near The Sorrento in the riverside area.,1,,
nan,The Mill is a cheap coffee shop that serves English food. It is located in riverside near The Sorrento.,1,,
nan,The Mill is a high priced coffee shop that serves English food. It is located in the city centre near The Sorrento.,1,,
nan,The Mill is a high priced coffee shop that serves English. It is located near The Sorrento in the riverside area.,1,,
nan,The Mill is a coffee shop that serves English food for less than £20. It is located in the city centre near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves English food for less than £20. It is located in the riverside area near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves English food. It has a moderate price range and is located in the city centre near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves English food. It has a moderate price range and is located in riverside near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves English food for more than £30. It is located in the riverside area near The Sorrento.,1,,
nan,The Mill is a coffee shop that serves English food with a price range of £20-25. It is located in riverside near The Sorrento.,1,,
nan,The Phoenix is a coffee shop that serves &slot_vow_cuisine_food&.,1,,
nan,The Phoenix is a &slot_con_food& restaurant that has a 3 out of 5 customer rating.,1,,
nan,The Phoenix is a coffee shop that serves &slot_con_food&. It is located in the city centre.,1,,
nan,The Phoenix is a restaurant in riverside that has an average customer rating.,1,,
nan,The Phoenix is located in the riverside area. It is a coffee shop that serves food.,1,,
nan,The Phoenix is a coffee shop that serves a on the riverside.,1,,
nan,The Punter is a coffee shop that serves &slot_vow_cuisine_food& food.,1,,
nan,The Punter is a kid friendly restaurant that serves &slot_con_food&.,1,,
nan,The Punter is a coffee shop that serves &slot_con_food&.,1,,
nan,The Punter is a coffee shop that serves &slot_con_food&.,1,,
nan,The Punter is a coffee shop that serves &slot_con_food&.,1,,
nan,The Punter is a non family-friendly restaurant in the city centre that serves food.,1,,
nan,The Punter is a family friendly restaurant in the riverside area that serves average quality food.,1,,
nan,The Punter is a coffee shop in riverside that serves high priced food.,1,,
nan,The Punter is a child friendly coffee shop that serves &slot_con_cuisine_food&.,1,,
nan,The Punter is a cheap coffee shop near Café Sicilia that serves Chinese food. It is not family-friendly and has a customer rating of 5 out of 5.,1,,
nan,The Punter is a cheap coffee shop near Café Sicilia that serves Chinese food. It is family friendly and has a customer rating of 5 out of 5.,1,,
nan,The Punter is a cheap coffee shop near Café Sicilia that serves Chinese food. It is not family-friendly and has an average customer rating.,1,,
nan,The Punter is a cheap coffee shop near Café Sicilia that serves Chinese food. It is family friendly and has an average customer rating.,1,,
nan,The Punter is a high priced coffee shop near Café Sicilia that serves Chinese food. It is not child friendly and has a customer rating of 1 out of 5.,1,,
nan,The Punter is a child friendly coffee shop that serves Chinese food. It is located near Café Sicilia and has a high price range and a customer rating of 1 out of 5.,1,,
nan,The Punter is a high priced coffee shop near Café Sicilia that serves Chinese food. It is not children friendly and has an average customer rating.,1,,
nan,The Punter is a child friendly coffee shop that serves Chinese food. It is located near Café Sicilia and has an average customer rating and a high price range.,1,,
nan,The Punter is a coffee shop that serves Chinese food for less than £20. It is located near Café Sicilia and has a low customer rating. It is not family-friendly.,1,,
nan,The Punter is a family friendly coffee shop near Café Sicilia that serves Chinese food for less than £20. It has a low customer rating.,1,,
nan,The Punter is a moderately priced coffee shop near Café Sicilia that serves Chinese food. It is not kid friendly and has a customer rating of 1 out of 5.,1,,
nan,The Punter is a moderately priced coffee shop near Café Sicilia that serves Chinese food. It is kid friendly and has a customer rating of 1 out of 5.,1,,
nan,The Punter is a Chinese coffee shop near Café Sicilia that is not kid friendly and has a customer rating of 3 out of 5 and a moderate price range.,1,,
nan,The Punter is a Chinese coffee shop near Café Sicilia that is child friendly and has a high customer rating and a price range of £20-25.,1,,
nan,The Punter is a cheap coffee shop near Café Sicilia that serves English food. It is family friendly and has a customer rating of 5 out of 5.,1,,
nan,The Punter is a coffee shop near Café Sicilia that serves cheap English food. It is not family friendly and has an average customer rating.,1,,
nan,The Punter is a coffee shop near Café Sicilia that serves cheap English food. It is family friendly and has an average customer rating.,1,,
nan,The Punter is a high priced coffee shop near Café Sicilia that serves English food. It is not children friendly and has a customer rating of 1 out of 5.,1,,
nan,The Punter is a child friendly coffee shop that serves English food. It is located near Café Sicilia and has a high price range and a customer rating of 1 out of 5.,1,,
nan,The Punter is an expensive coffee shop near Café Sicilia that serves English food. It is not children friendly and has an average customer rating.,1,,
nan,The Punter is a high priced coffee shop that serves English food. It is located near Café Sicilia and is child friendly and has an average customer rating.,1,,
nan,The Punter is a coffee shop that serves English food for less than £20. It is located near Café Sicilia and has a low customer rating. It is not family-friendly.,1,,
nan,The Punter is a family friendly coffee shop near Café Sicilia that serves English food for less than £20. It has a low customer rating.,1,,
nan,The Punter is a moderately priced coffee shop near Café Sicilia that serves English food. It is kid friendly and has a customer rating of 1 out of 5.,1,,
nan,The Punter is a coffee shop that serves English food at a moderate price. It is located near Café Sicilia and has a customer rating of 3 out of 5.,1,,
nan,The Punter is a coffee shop that serves English food. It is located near Café Sicilia and has a high customer rating and a price range of £20-25. It is not kid friendly.,1,,
nan,The Punter is a kid friendly coffee shop near Café Sicilia that serves English food at a price range of £20-25. It has a high customer rating.,1,,
nan,The Wrestlers is a coffee shop that serves &slot_vow_cuisine_food&.,1,,
nan,The Wrestlers is a coffee shop that serves &slot_vow_cuisine_food& food. It is located near The Sorrento and has a low customer rating.,1,,
nan,The Wrestlers is a 3 star restaurant that is kid friendly.,1,,
nan,The Wrestlers is a 3 star restaurant that serves &slot_con_food&. It is located near The Sorrento.,1,,
nan,The Wrestlers is a coffee shop that serves &slot_con_food&. It is located near The Sorrento.,1,,
nan,The Wrestlers is a coffee shop that serves &slot_con_food&.,1,,
nan,The Wrestlers is a coffee shop that serves &slot_con_food&. It is located near The Sorrento.,1,,
nan,The Wrestlers is a restaurant that is not family-friendly.,1,,
nan,The Wrestlers is a family friendly restaurant that has an average customer rating.,1,,
nan,"If you are looking for a family friendly restaurant with an average customer rating, try The Wrestlers near The Sorrento.",2,,
nan,The Wrestlers is a coffee shop that serves a kid friendly.,1,,
nan,Near The Sorrento is a child friendly coffee shop called The Wrestlers that has a high price range.,1,,
nan,The Wrestlers is a coffee shop that is not family-friendly.,1,,
nan,The Wrestlers is a coffee shop that is located near The Sorrento.,1,,
nan,The Wrestlers is a family friendly coffee shop that serves serve.,1,,
nan,The Wrestlers is a coffee shop that serves &slot_con_cuisine_food&. It is near The Sorrento.,1,,
nan,There is a cheap Chinese coffee shop called The Wrestlers that is family friendly and located near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a high priced coffee shop that serves Chinese food. It is located in the city centre near Raja Indian Cuisine. It is not children friendly.,1,,
nan,The Wrestlers is a high priced coffee shop that serves Chinese food. It is located near Raja Indian Cuisine in the riverside area. It is not children friendly.,1,,
nan,There is a high price range coffee shop called The Wrestlers that serves Chinese food. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a coffee shop that serves Chinese food in the city centre near Raja Indian Cuisine. It has a price range of less than £20 and is not family-friendly.,1,,
nan,The Wrestlers is a family-friendly coffee shop that serves Chinese food. It is located in the city centre near Raja Indian Cuisine. It has a price range of less than £20.,1,,
nan,The Wrestlers is a coffee shop that serves Chinese food for less than £20. It is located in the riverside area near Raja Indian Cuisine and is not family-friendly.,1,,
nan,The Wrestlers is a family friendly coffee shop that serves Chinese food for less than £20. It is near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a coffee shop that serves moderately priced Chinese food. It is located in the city centre near Raja Indian Cuisine and is not kid friendly.,1,,
nan,The Wrestlers is a coffee shop that serves Chinese food at a moderate price. It is located near Raja Indian Cuisine in the riverside area and is not kid friendly.,1,,
nan,The Wrestlers is a coffee shop that serves Chinese food in the moderate price range. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a children friendly coffee shop that serves Chinese food with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine.,1,,
nan,The Wrestlers is a kid friendly coffee shop that serves Chinese food with a price range of £20-25. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a cheap coffee shop that serves English food. It is family friendly and is located near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a coffee shop that serves English food. It has a high price range and is not children friendly. It is located near Raja Indian Cuisine in the city centre.,1,,
nan,The Wrestlers is a children friendly coffee shop that serves English food. It has a high price range and is located near Raja Indian Cuisine in the city centre.,1,,
nan,The Wrestlers is a high priced coffee shop that serves English. It is located near Raja Indian Cuisine in the riverside area. It is not children friendly.,1,,
nan,The Wrestlers is a children friendly coffee shop that serves English food. It has a high price range and is located near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a coffee shop that serves English food for less than £20. It is located in the city centre near Raja Indian Cuisine and is not family-friendly.,1,,
nan,The Wrestlers is a coffee shop that serves English food for less than £20. It is located in the riverside area near Raja Indian Cuisine and is not family friendly.,1,,
nan,The Wrestlers is a family friendly coffee shop that serves English food for less than £20. It is near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a coffee shop that serves English food for a moderate price. It is located in the city centre near Raja Indian Cuisine and is not kid friendly.,1,,
nan,The Wrestlers is a coffee shop that serves English food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.,1,,
nan,The Wrestlers is a coffee shop that serves English food at a moderate price. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,The Wrestlers is a children friendly coffee shop that serves English food for more than £30. It is located in the riverside area near Raja Indian Cuisine.,1,,
nan,The Wrestlers is a kids friendly coffee shop that serves English food with a price range of £20-25. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,Travellers Rest Beefeater is a coffee shop that serves &slot_vow_cuisine_food& food. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,Travellers Rest Beefeater is a coffee shop that has a customer rating of 3 out of 5 and is located in the riverside area near Raja Indian Cuisine.,1,,
nan,Travellers Rest Beefeater is a coffee shop that serves &slot_con_food&. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,Travellers Rest Beefeater is a restaurant that has an average customer rating. It is located in the city centre near Raja Indian Cuisine.,1,,
nan,Travellers Rest Beefeater is a restaurant near Raja Indian Cuisine that has an average customer rating.,1,,
nan,Travellers Rest Beefeater is a coffee shop that is located near Raja Indian Cuisine in the riverside area.,1,,
nan,Travellers Rest Beefeater is a coffee shop that serves &slot_con_cuisine_food& food. It is located near Raja Indian Cuisine in the riverside area.,1,,
nan,Wildwood is a cheap coffee shop near Ranch that serves Chinese food. It has a customer rating of 5 out of 5.,1,,
nan,Wildwood is a coffee shop that serves Chinese food near the Ranch. It has an average customer rating and is cheap.,1,,
nan,Wildwood is a coffee shop that serves Chinese food with a high price range. It is located near Ranch and has a customer rating of 1 out of 5.,1,,
nan,Wildwood is a coffee shop that serves Chinese food with a high price range. It is located near Ranch and has an average customer rating.,1,,
nan,Wildwood is a coffee shop that serves Chinese food near Ranch. It has a customer rating of 3 out of 5 and a moderate price range.,1,,
nan,Wildwood is a coffee shop that serves Chinese food. It is located near Ranch and has a high customer rating and a price range of more than £30.,1,,
nan,Wildwood is a coffee shop that serves Chinese food. It is located near Ranch and has a high customer rating and a price range of £20-25.,1,,
nan,Wildwood is a cheap coffee shop near Ranch that serves English food. It has a customer rating of 5 out of 5.,1,,
nan,Wildwood is a coffee shop that serves cheap English food. It is located near Ranch and has an average customer rating.,1,,
nan,Wildwood is a coffee shop that serves English food in the high price range. It has an average customer rating and is located near Ranch.,1,,
nan,Wildwood is a coffee shop that serves English food for less than £20. It is located near Ranch and has a low customer rating.,1,,
nan,Wildwood is a coffee shop that serves English food at a moderate price. It is located near Ranch and has a customer rating of 1 out of 5.,1,,
nan,Wildwood is a coffee shop that serves English food at a moderate price. It is located near Ranch and has a customer rating of 3 out of 5.,1,,
nan,Wildwood is a coffee shop that serves English food for £20-25. It is located near Ranch and has a high customer rating.,1,,
