mr,ref
"give_opinion(name[Life is Strange], release_year[2015], developer[Dontnod Entertainment], rating[good])",I don't mind saying that I am quite keen on Life is Strange. It's just one of the many enjoyable games that Dontnod Entertainment gave us in 2015!
"give_opinion(name[Life is Strange], release_year[2015], developer[Dontnod Entertainment], rating[good])","Initially I thought that Dontnod Entertainment was a mediocre studio, but their performance on 2015's Life is Strange really changed my mind. Such a nice game!"
"give_opinion(name[Life is Strange], release_year[2015], developer[Dontnod Entertainment], rating[good])","I enjoyed playing Life is Strange. I liked most games in 2015, though Dontnod Entertainment managed to make it a tad better than the others."
"give_opinion(name[Life is Strange], release_year[2015], rating[good], platforms[PC])","Life is Strange is a good game. I have a fondness for games released in 2015 like it, and it's for the PC which is my preferred platform."
"give_opinion(name[Life is Strange], release_year[2015], rating[good], platforms[PC])","I often enjoy a game of Life is Strange. In fact, it's one of the few PC games I like that were released back in 2015."
"give_opinion(name[Life is Strange], release_year[2015], rating[good], platforms[PC])",Life is Strange was quite enjoyable. 2015 was a good year for PC releases.
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], genres[adventure, platformer, puzzle])",I liked Little Nightmares. Tarsier Studios really did well with the adventure platforming puzzle game.
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], genres[adventure, platformer, puzzle])","Little Nightmares was a pretty fun game to play. I tend to like games made by Tarsier Studios, plus adventure puzzle platformers are right up my alley."
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], genres[adventure, platformer, puzzle])",Little Nightmares by Tarsier Studios is one of the more fun games that I've played. Its adventure platformer style with puzzles can keep you entertained for hours.
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], player_perspective[side view])",Little Nightmares by Tarsier Studios is a pretty cool game with a side view perspective that doesn't get boring.
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], player_perspective[side view])",Little Nightmares is a solid side view game from Tarsier Studios.
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], player_perspective[side view])","Little Nightmares was a fun game. I like Tarsier Studios' work, and the side view perspective made it easy to keep track of things while playing."
"give_opinion(name[Little Nightmares], rating[good], genres[adventure, platformer, puzzle], player_perspective[side view])",Little Nightmares is a pretty cool game that has kept me entertained. It's an adventure side-scrolling platformer with some puzzle elements to give me a bit of a challenge.
"give_opinion(name[Little Nightmares], rating[good], genres[adventure, platformer, puzzle], player_perspective[side view])","Adventure games that combine platforming and puzzles can be frustrating to play, but the side view perspective is perfect for them. That's why I enjoyed playing Little Nightmares."
"give_opinion(name[Little Nightmares], rating[good], genres[adventure, platformer, puzzle], player_perspective[side view])","Little Nightmares is a good little adventure platforming puzzle game, I particularly enjoy what they did with the side view too."
"give_opinion(name[Little Nightmares], rating[good], has_multiplayer[no], platforms[PlayStation])",Little Nightmares is a pretty good game for the PlayStation. I enjoyed its focus on the single-player mode.
"give_opinion(name[Little Nightmares], rating[good], has_multiplayer[no], platforms[PlayStation])",Little Nightmares is a really good single-player game I was able to play on my PlayStation.
"give_opinion(name[Little Nightmares], rating[good], has_multiplayer[no], platforms[PlayStation])","I liked playing Little Nightmares on PlayStation. I usually enjoy games more on my own, so I didn't miss any multiplayer options."
"give_opinion(name[Little Nightmares], release_year[2017], esrb[E (for Everyone)], rating[good])",Little Nightmares is a nice little game. I enjoyed the E rated game from 2017 quite a bit.
"give_opinion(name[Little Nightmares], release_year[2017], esrb[E (for Everyone)], rating[good])","I think most of the games that came out in 2017 were over-violent and mediocre, but Little Nightmares had an E rating and so I enjoyed playing it a fair amount."
"give_opinion(name[Little Nightmares], release_year[2017], esrb[E (for Everyone)], rating[good])","I am quite happy with the game Little Nightmares. Released in 2017 and having an E rating, everyone can enjoy it."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], esrb[E (for Everyone)], rating[average])","Fuse Games maybe did their best with Metroid Prime Pinball, and they easily kept to Nintendo's preferred E rating, but it's just not the game for me."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], esrb[E (for Everyone)], rating[average])","Metroid Prime Pinball is an okay game in my books. I don't generally like the developer Fuse Games, but I appreciated that it had an E rating and was thus family friendly."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], esrb[E (for Everyone)], rating[average])","I think Metroid Prime Pinball is okay, but Fuse Games never really figured out how to make a good E rated game."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], rating[average], platforms[Nintendo])","Frankly, I think Metroid Prime Pinball could be somewhat better. Fuse Games had never really excelled in the Nintendo platform."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], rating[average], platforms[Nintendo])","I like playing games on the Nintendo, but Fuse Games doesn't take advantage of the platform properly, so Metroid Prime Pinball ended up being just average."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], rating[average], platforms[Nintendo])","Fuse Games' Metroid Prime Pinball is an average game that I recently played on my Nintendo. I wish it was better, to be honest."
"give_opinion(name[Metroid Prime Pinball], rating[average], genres[pinball, puzzle], has_multiplayer[yes])",Metroid Prime Pinball is a pretty average multiplayer game in the pinball puzzle genre.
"give_opinion(name[Metroid Prime Pinball], rating[average], genres[pinball, puzzle], has_multiplayer[yes])","I think Metroid Prime Pinball is decent, but multiplayer pinball puzzle games were never really my thing."
"give_opinion(name[Metroid Prime Pinball], rating[average], genres[pinball, puzzle], has_multiplayer[yes])","I thought Metroid Prime Pinball was an okay game, but it's not my favorite. I generally enjoy multiplayer games, but it turns out that I'm not a big fan of puzzle pinball games."
"give_opinion(name[Metroid Prime Pinball], rating[average], has_multiplayer[yes], platforms[Nintendo])","Metroid Prime Pinball is an odd little game to boot up on your Nintendo, but the multiplayer game does give an average experience all in all."
"give_opinion(name[Metroid Prime Pinball], rating[average], has_multiplayer[yes], platforms[Nintendo])","Metroid Prime Pinball is an okay game in my view, but nothing too special. I normally enjoy multiplayer games quite a bit, but I'm not really a fan of playing games on Nintendo."
"give_opinion(name[Metroid Prime Pinball], rating[average], has_multiplayer[yes], platforms[Nintendo])","I think Metroid Prime Pinball is okay, but multiplayer games on Nintendo have always bored me after a half hour or so."
"give_opinion(name[Metroid Prime Pinball], release_year[2005], rating[average], genres[pinball, puzzle])","I think Metroid Prime Pinball is adequate, but we should realize that 2005 was not all that great a year for pinball puzzle games."
"give_opinion(name[Metroid Prime Pinball], release_year[2005], rating[average], genres[pinball, puzzle])","Metroid Prime Pinball is just okay. I usually like games released in 2005, since that was a strong year, but I'm not really a big fan of puzzle pinball games."
"give_opinion(name[Metroid Prime Pinball], release_year[2005], rating[average], genres[pinball, puzzle])",I thought Metroid Prime Pinball was just OK. There are better 2005 pinball puzzle games out there.
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], genres[role-playing, turn-based strategy])","Black Hole Entertainment did a decent job on the turn-based RPG strategy, Might & Magic: Heroes VI, I just wish it was at least a bit better."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], genres[role-playing, turn-based strategy])","Might & Magic: Heroes VI is an okay game. I normally really like games that combine the role-playing and turn-based strategy genres, but Black Hole Entertainment isn't really able to bring out the full potential."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], genres[role-playing, turn-based strategy])","Might & Magic: Heroes VI wasn't a bad game, but it didn't live up to my hopes. I normally enjoy games that blend role-playing and turn-based strategy together, but it's clear Black Hole Entertainment didn't really know how to make a game like that."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], has_mac_release[no])","I really wanted to like Might & Magic: Heroes VI, but between the middling quality and lack of a Mac release, Black Hole Entertainment really dropped the ball here."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], has_mac_release[no])","Might & Magic: Heroes VI isn't bad but could be better. Black Hole Entertainment always makes games that are at least okay, but it's annoying it's not available for Mac."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], has_mac_release[no])","Might & Magic: Heroes VI is a decent release from Black Hole Entertainment, but it's not available on Mac."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], player_perspective[bird view])",I wouldn't say Might & Magic: Heroes VI is anything more than an average bird's eye view game from Black Hole Entertainment.
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], player_perspective[bird view])","Might & Magic: Heroes VI is an OK game. I like Black Hole Entertainment, but the bird view perspective isn't really my favorite."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], player_perspective[bird view])","I think Might & Magic: Heroes VI is all right, but nothing special. The bird view perspective is nice and makes it easy to play, but Black Hole Entertainment is not a developer I care for."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], available_on_steam[yes])","Might & Magic: Heroes VI was just a so-so game, I feel. I like the convenience of it being on Steam, but I just don't like the bird view perspective it used."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], available_on_steam[yes])","Might & Magic: Heroes VI is just an average game featuring a bird view perspective lacking any novelty whatsoever, although you can get it on Steam."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], available_on_steam[yes])","Might & Magic: Heroes VI is so-so. I like that it's on Steam, but I just think the bird view perspective is annoying."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], platforms[PC])","I think that Might & Magic: Heroes VI is mediocre. Its bird's eye perspective is nice, however, I don't enjoy playing games on the PC."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], platforms[PC])","I think that though the bird view perspective can work for a lot of games, for games on the PC it often is a bit clunky. That's why Might & Magic: Heroes VI ended up being a fairly mediocre game."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], platforms[PC])","Might & Magic: Heroes VI was a barely adequate PC game. From the bird view perspective to the gameplay, everything felt very by the numbers."
"give_opinion(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], genres[action-adventure, fighting])",EA Digital Illusions CE gets a solid C for this entry into the action-adventure fighting game genre. Mirror's Edge Catalyst is nothing special.
"give_opinion(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], genres[action-adventure, fighting])","EA Digital Illusions CE did an okay job on Mirror's Edge Catalyst, but the action-adventure fighting game didn't really live up to my hype for it."
"give_opinion(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], genres[action-adventure, fighting])","I loved Mirror's Edge Catalyst, it was such an interesting take on the action-adventure fighting genre, especially for EA Digital Illusions CE."
"give_opinion(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], has_multiplayer[yes])","Although Mirror's Edge Catalyst had a fairly fun multiplayer to offer, everything else didn't quite live up to my expectations of a game made by EA Digital Illusions CE."
"give_opinion(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], has_multiplayer[yes])","Mirror's Edge Catalyst is okay, I guess. I normally love games with multiplayer like this, but I don't think I like the style of games developed by EA Digital Illusions CE."
"give_opinion(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], rating[average], has_multiplayer[yes])","Oh man, Mirror's Edge Catalyst didn't live up to my expectations of a game by EA Digital Illusions CE. The multiplayer could have been so much better."
"give_opinion(name[Mirror's Edge Catalyst], esrb[T (for Teen)], rating[average], genres[action-adventure, fighting])",I thought Mirror's Edge Catalyst was just OK. That seems to be common with action-adventure fighting games that are rated T (for Teen).
"give_opinion(name[Mirror's Edge Catalyst], esrb[T (for Teen)], rating[average], genres[action-adventure, fighting])","You usually don't see great action-adventure fighting games with a T rating, and I gotta say, Mirror's Edge Catalyst is no exception."
"give_opinion(name[Mirror's Edge Catalyst], esrb[T (for Teen)], rating[average], genres[action-adventure, fighting])","Mirror's Edge Catalyst was kind of mediocre in my view. The attempt to blend the action-adventure and fighting genres together wasn't really successful in my mind, but I appreciated the T rating."
"give_opinion(name[Mirror's Edge Catalyst], rating[average], player_perspective[first person], platforms[PlayStation])","Man, I thought Mirror's Edge Catalyst could have been so much better as a first person game for the PlayStation."
"give_opinion(name[Mirror's Edge Catalyst], rating[average], player_perspective[first person], platforms[PlayStation])","Mirror's Edge Catalyst was a pretty mediocre first person game. When it came to the PlayStation, I picked it up, but honestly I found it didn't do the premise justice."
"give_opinion(name[Mirror's Edge Catalyst], rating[average], player_perspective[first person], platforms[PlayStation])",I think Mirror's Edge Catalyst is alright. I would say games with a first person view on the PlayStation just don't get better than mediocre.
"give_opinion(name[Mirror's Edge Catalyst], release_year[2016], rating[average], has_multiplayer[yes])","Mirror's Edge Catalyst was decent. Although a game from 2016, its multiplayer was fun."
"give_opinion(name[Mirror's Edge Catalyst], release_year[2016], rating[average], has_multiplayer[yes])",2016's Mirror's Edge Catalyst is an okay game elevated to average by its solid multiplayer aspect.
"give_opinion(name[Mirror's Edge Catalyst], release_year[2016], rating[average], has_multiplayer[yes])","Mirror's Edge Catalyst is a game I don't regret playing, but it's not one that's gonna stick with me. It's got multiplayer which I liked, but it came out in 2016 and for whatever reason I just am not a fan of games from what year."
"give_opinion(name[MotorStorm: Apocalypse], developer[Evolution Studios], rating[poor], genres[vehicular combat])","MotorStorm: Apocalypse was pretty lame. Evolution Studios bungled such a nice concept like vehicle combat too! It's mind-boggling, really."
"give_opinion(name[MotorStorm: Apocalypse], developer[Evolution Studios], rating[poor], genres[vehicular combat])","What can I say, I don't enjoy vehicular combat games and I've had nothing but bad experiences with games made by Evolution Studios, so MotorStorm: Apocalypse is like a game designed to make me hate it."
"give_opinion(name[MotorStorm: Apocalypse], developer[Evolution Studios], rating[poor], genres[vehicular combat])","I generally avoid vehicular combat games from Evolution Studios, so MotorStorm: Apocalypse is not my cup of tea."
"give_opinion(name[MotorStorm: Apocalypse], esrb[T (for Teen)], rating[poor], player_perspective[third person])","MotorStorm: Apocalypse was a dud, to be honest. I feel like this sort of third person game needs an M rating, and it only had a T."
"give_opinion(name[MotorStorm: Apocalypse], esrb[T (for Teen)], rating[poor], player_perspective[third person])","I really didn't like MotorStorm: Apocalypse. I find games rated T (for Teen) to be boring, especially ones from the third person perspective."
"give_opinion(name[MotorStorm: Apocalypse], esrb[T (for Teen)], rating[poor], player_perspective[third person])","With its third person perspective and teen rating, I'm not surprised that I found MotorStorm: Apocalypse lacking."
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], genres[vehicular combat], player_perspective[third person])",I really didn't like MotorStorm: Apocalypse. Third person vehicular combat games just don't do it for me.
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], genres[vehicular combat], player_perspective[third person])","MotorStorm: Apocalypse was really disappointing. I had such high hopes for a third person vehicular combat game, but it seems I still must wait for a true successor to Twisted Metal."
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], genres[vehicular combat], player_perspective[third person])","MotorStorm: Apocalypse is a really bad game. I just can't stand vehicular combat games, and the third person perspective made playing it a real headache."
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], has_multiplayer[yes], platforms[PlayStation])","I'm not a huge fan of MotorStorm: Apocalypse. The multiplayer mode turns me off, and I rarely use my PlayStation anymore."
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], has_multiplayer[yes], platforms[PlayStation])","I didn't think MotorStorm: Apocalypse was any good. But then, multiplayer PlayStation games are often boring, in my experience."
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], has_multiplayer[yes], platforms[PlayStation])","MotorStorm: Apocalypse was a pretty bad game, even the local multiplayer couldn't salvage the experience, despite my friends all joining me on my PlayStation."
"give_opinion(name[MotorStorm: Apocalypse], release_year[2011], rating[poor], genres[vehicular combat])","Evolution Studios' 2011 releases seemed to lack Steam support, and MotorStorm: Apocalypse was no exception. They didn't get the vehicular combat gameplay right either."
"give_opinion(name[MotorStorm: Apocalypse], release_year[2011], rating[poor], genres[vehicular combat])","When it launched in 2011, I was unbelievably excited for MotorStorm: Apocalypse, but I suppose I just have to wait for a better vehicular combat game because it was totally lame."
"give_opinion(name[MotorStorm: Apocalypse], release_year[2011], rating[poor], genres[vehicular combat])",Vehicular combat games are boring and I've never been able to get into any of the games released in 2011. These things combined are why I just can't stand MotorStorm: Apocalypse.
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], genres[sport])",I enjoyed NBA 2K16 quite a bit. Visual Concepts usually does well with sports games.
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], genres[sport])","I thought NBA 2K16 was pretty fun. Normally I find sports games to be average, but developer Visual Concepts really knows what they're doing and how to make a good game."
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], genres[sport])","Sports games developed by Visual Concepts are always fairly fun, which is, I guess, why I enjoyed playing NBA 2K16 too."
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], platforms[PlayStation])","Visual Concepts is one of my favorite developers, so I enjoyed playing NBA 2K16. Though it being stuck on the PlayStation meant it couldn't quite live up to the potential of games that are truly excellent."
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], platforms[PlayStation])","I think that NBA 2K16 was pretty good. Visual Concepts knows what they're doing, and it's on the PlayStation which has my favorite controller."
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], platforms[PlayStation])","NBA 2K16 was pretty good. I honestly went in with pretty low expectations when I popped it into my PlayStation, but it seems Visual Concepts did something special with this one."
"give_opinion(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], rating[good], has_multiplayer[yes])","NBA 2K16 is a good multiplayer game, and luckily for most, it's rated E 10+!"
"give_opinion(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], rating[good], has_multiplayer[yes])","I like NBA 2K16 quite a bit. Since it's multiplayer and rated E 10+, I can play it with my kids."
"give_opinion(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], rating[good], has_multiplayer[yes])","I've been enjoying playing NBA 2K16 lately. Thanks to it's E 10+ rating and multiplayer functions, I can play it with most of my family."
"give_opinion(name[NBA 2K16], rating[good], genres[sport], has_multiplayer[yes])","I'm always down for another multiplayer sport game, so I found playing NBA 2K16 to be a pretty fun time."
"give_opinion(name[NBA 2K16], rating[good], genres[sport], has_multiplayer[yes])",NBA 2K16 was pretty fun. I always like multiplayer sports games.
"give_opinion(name[NBA 2K16], rating[good], genres[sport], has_multiplayer[yes])",I had a fun time with NBA 2K16. Sports games that you can play with your friends through multiplayer are always a good time.
"give_opinion(name[NBA 2K16], rating[good], genres[sport], player_perspective[third person])","I had a fun time with NBA 2K16 the other day. Third person sports games like this are almost always at least a bit enjoyable, and NBA 2K16 was pretty good."
"give_opinion(name[NBA 2K16], rating[good], genres[sport], player_perspective[third person])","I'm not one for sports games, but the third person NBA 2K16 really won me over."
"give_opinion(name[NBA 2K16], rating[good], genres[sport], player_perspective[third person])",NBA 2K16 is a pretty enjoyable game. The sport genre is often a fun one and the game's third person perspective enhanced the experience.
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], genres[driving/racing])",I had a good time playing Need for Speed: Most Wanted. I've found that I generally enjoy driving/racing games developed by EA Redwood Shores.
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], genres[driving/racing])","I think that EA Redwood Shores did a really good job on Need for Speed: Most Wanted, and I normally don't even enjoy driving/racing games."
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], genres[driving/racing])",I think Need for Speed: Most Wanted is fairly enjoyable. EA Redwood Shores is a developer that makes solid games and the driving/racing genre can be pretty fun.
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], platforms[Xbox])","I thought that Need for Speed: Most Wanted was a good game. EA Redwood Shores is a decent developer, plus it's on my favorite system, the Xbox."
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], platforms[Xbox])","I had fun playing Need for Speed: Most Wanted on Xbox. See, I usually enjoy games from EA Redwood Shores."
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], platforms[Xbox])",I must say I ended up being a fan of Need for Speed: Most Wanted. EA Redwood Shores did a good job on this Xbox game.
"give_opinion(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing], has_multiplayer[yes])","Need for Speed: Most Wanted is really fun, racing games really shine when they include multiplayer."
"give_opinion(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing], has_multiplayer[yes])",I think that Need for Speed: Most Wanted is fun to play. Driving/racing games that include multiplayer tend to be enjoyable to me.
"give_opinion(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing], has_multiplayer[yes])","Need for Speed: Most Wanted is pretty good I think. Driving/racing games like it tend to be at least a little fun, but then when you add in multiplayer, they're even better."
"give_opinion(name[Need for Speed: Most Wanted], rating[good], player_perspective[first person], platforms[Xbox])","I thought that Need for Speed: Most Wanted was pretty good. It's a first person game and it's on a strong platform like the Xbox, so that makes for an immersive experience."
"give_opinion(name[Need for Speed: Most Wanted], rating[good], player_perspective[first person], platforms[Xbox])",Need for Speed: Most Wanted is a solid first person game when you consider the selection on the Xbox.
"give_opinion(name[Need for Speed: Most Wanted], rating[good], player_perspective[first person], platforms[Xbox])","Need for Speed: Most Wanted is a good game. I like the first person perspective, and it's on the Xbox which is the platform of my choice."
"give_opinion(name[Need for Speed: Most Wanted], release_year[2005], rating[good], platforms[Xbox])","Need for Speed: Most Wanted was a strong release in 2005. It was basically the only reason I bought an Xbox originally, and I didn't regret that at all."
"give_opinion(name[Need for Speed: Most Wanted], release_year[2005], rating[good], platforms[Xbox])","Need for Speed: Most Wanted is a fairly exiting game, though nothing special, just like most games on Xbox from 2005 that I had a chance to play."
"give_opinion(name[Need for Speed: Most Wanted], release_year[2005], rating[good], platforms[Xbox])","I enjoyed Need for Speed: Most Wanted a decent amount because it's on my favorite system, the Xbox. Plus it came out in 2005 which was a good year for games."
"give_opinion(name[Need for Speed: Shift], developer[Slightly Mad Studios], rating[average], genres[driving/racing, simulation])","Personally, I thought that Need for Speed: Shift was kind of average. Slightly Mad Studios is a competent developer, but I'm not a huge fan of this driving/racing simulator genre, so that held it back some."
"give_opinion(name[Need for Speed: Shift], developer[Slightly Mad Studios], rating[average], genres[driving/racing, simulation])","Need for Speed: Shift was a decent driving simulator. Slightly Mad Studios did decently overall, but nothing amazing came from it."
"give_opinion(name[Need for Speed: Shift], developer[Slightly Mad Studios], rating[average], genres[driving/racing, simulation])",Need for Speed: Shift is an OK game. It's one of a long line of simulation driving/racing games by Slightly Mad Studios that are pretty good but not great.
"give_opinion(name[Need for Speed: Shift], developer[Slightly Mad Studios], rating[average], has_multiplayer[yes])","Although I typically enjoy multiplayer games, Need for Speed: Shift was just an okay effort from Slightly Mad Studios."
"give_opinion(name[Need for Speed: Shift], developer[Slightly Mad Studios], rating[average], has_multiplayer[yes])","Need for Speed: Shift was okay, I guess. It's got multiplayer, which is nice, but developer Slightly Mad Studios didn't really do enough with it."
"give_opinion(name[Need for Speed: Shift], developer[Slightly Mad Studios], rating[average], has_multiplayer[yes])","Need for Speed: Shift is an overall average effort from Slightly Mad Studios, despite its multiplayer support."
"give_opinion(name[Need for Speed: Shift], esrb[E (for Everyone)], rating[average], platforms[PlayStation])","I only sort of liked Need for Speed: Shift. I picked it up when I first got my PlayStation because I figured a nice E rated game would have general appeal, but honestly it didn't leave much impact on me."
"give_opinion(name[Need for Speed: Shift], esrb[E (for Everyone)], rating[average], platforms[PlayStation])",Need for Speed: Shift was an OK release for the PlayStation. I am indifferent about games rated E.
"give_opinion(name[Need for Speed: Shift], esrb[E (for Everyone)], rating[average], platforms[PlayStation])","Need for Speed: Shift was okay in my view. I'm happy it's on PlayStation since that's my favorite console, but I think the E rating really held the game back in terms of story and content."
"give_opinion(name[Need for Speed: Shift], rating[average], genres[driving/racing, simulation], player_perspective[first person])","I think Need for Speed: Shift was an okay game, but it's not gonna be one of my favorites. It's just that first person driving/racing simulators are, for me, a type of game I always find to be merely okay."
"give_opinion(name[Need for Speed: Shift], rating[average], genres[driving/racing, simulation], player_perspective[first person])","Meh, Need for Speed: Shift was alright. It's another first person driving/racing game, you know? It doesn't do much wrong, nor does it stand out from the crowd as far as simulation games go."
"give_opinion(name[Need for Speed: Shift], rating[average], genres[driving/racing, simulation], player_perspective[first person])","Need for Speed: Shift was a mediocre racing simulation, but I enjoy playing first person driving games."
"give_opinion(name[Need for Speed: Shift], rating[average], player_perspective[first person], has_multiplayer[yes])","I normally enjoy first person perspective titles that support multiplayer, so I didn't hate Need for Speed: Shift, though it had plenty of room for improvement."
"give_opinion(name[Need for Speed: Shift], rating[average], player_perspective[first person], has_multiplayer[yes])","Need for Speed: Shift is a solid multiplayer first person game, all in all, I'd call it average."
"give_opinion(name[Need for Speed: Shift], rating[average], player_perspective[first person], has_multiplayer[yes])","I thought Need for Speed: Shift was mediocre. It's got multiplayer, which is always a plus for me, but I prefer games that aren't from a first person perspective."
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], has_multiplayer[no])","The other day I discovered Ori and the Blind Forest, and it's amazing. Moon Studios is a brilliant developer that always makes good games, and the omission of multiplayer means they were able to really focus on making the best possible single-player experience."
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], has_multiplayer[no])",Ori and the Blind Forest is a home run for Moon Studios. This gorgeous single-player game is among my favorites now.
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], has_multiplayer[no])","I've always preferred single-player games and Moon Studios is a developer that knows exactly how to make a solid single-player experience, which is why Ori and the Blind Forest is a truly excellent game."
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], platforms[Xbox])",I've really been having a blast playing Ori and the Blind Forest. Moon Studios is an amazing developer that really takes advantage of the Xbox to make an excellent game.
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], platforms[Xbox])",Moon Studios really did right by the Xbox with Ori and the Blind Forest. That game is absolutely perfect.
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], platforms[Xbox])",I think Ori and the Blind Forest is an excellent game. Moon Studios is a seriously talented developer and they really know how to use the potential of the Xbox platform.
"give_opinion(name[Ori and the Blind Forest], esrb[E (for Everyone)], rating[excellent], genres[adventure, platformer, puzzle])","I think that Ori and the Blind Forest is an amazing game. It's E rating means all ages can play it, and its adventure puzzle platformer gameplay makes it a blast to play."
"give_opinion(name[Ori and the Blind Forest], esrb[E (for Everyone)], rating[excellent], genres[adventure, platformer, puzzle])","Ori and the Blind Forest is an amazing adventure puzzle-platformer, just flawless. It really feels like a cute kids movie, like you'd expect with an E rating."
"give_opinion(name[Ori and the Blind Forest], esrb[E (for Everyone)], rating[excellent], genres[adventure, platformer, puzzle])","I really loved Ori and the Blind Forest. I can a play it with my kids because it's rated E (for Everyone) and my whole family loves adventures, platformers, and puzzle games."
"give_opinion(name[Ori and the Blind Forest], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view])","Ori and the Blind Forest is such a great side scrolling platformer. I love how well it blends between adventure game and puzzle game, and it's just downright gorgeous."
"give_opinion(name[Ori and the Blind Forest], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view])","Ori and the Blind Forest is a truly wonderful game. The mixture of platforming, adventure, and puzzles is really excellent, and the side view perspective just helps all the elements come together nicely."
"give_opinion(name[Ori and the Blind Forest], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view])","I think Ori and the Blind Forest is absolutely amazing. Adventure puzzle platformers are one of my favorite types of game, and the side view perspective makes it easy to play."
"give_opinion(name[Ori and the Blind Forest], rating[excellent], player_perspective[side view], platforms[Xbox])",I love to play side scrolling games on Xbox and with Ori and the Blind Forest I just hit the jackpot.
