mr,ref
"give_opinion(name[Rocket League], rating[good], player_perspective[third person], has_multiplayer[yes])",I have always enjoyed Rocket League. I like most third person multiplayer games very much.
"give_opinion(name[Rocket League], release_year[2015], rating[good], genres[sport, vehicular combat])",I do like Rocket League. I have always been fond of the 2015 crop of sport vehicular combat games.
"give_opinion(name[Rocket League], developer[Psyonix], rating[good], player_perspective[third person])",I think Rocket League is a solid game. It is one of the many good third person perspective games developed by Psyonix.
"give_opinion(name[Ori and the Blind Forest], rating[excellent], genres[adventure, platformer, puzzle], player_perspective[side view])","I think Ori and the Blind Forest is absolutely amazing. Adventure puzzle platformers are one of my favorite types of game, and the side view perspective makes it easy to play."
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], platforms[Xbox])",I've really been having a blast playing Ori and the Blind Forest. Moon Studios is an amazing developer that really takes advantage of the Xbox to make an excellent game.
"give_opinion(name[Ori and the Blind Forest], esrb[E (for Everyone)], rating[excellent], genres[adventure, platformer, puzzle])","I think that Ori and the Blind Forest is an amazing game. It's E rating means all ages can play it, and its adventure puzzle platformer gameplay makes it a blast to play."
"give_opinion(name[Ori and the Blind Forest], rating[excellent], player_perspective[side view], platforms[Xbox])","I've found that Ori and the Blind Forest is an excellent game. I love side view perspective games like it, and the fact that it's on Xbox means it runs on good hardware that I can play."
"give_opinion(name[Ori and the Blind Forest], developer[Moon Studios], rating[excellent], has_multiplayer[no])","The other day I discovered Ori and the Blind Forest, and it's amazing. Moon Studios is a brilliant developer that always makes good games, and the omission of multiplayer means they were able to really focus on making the best possible single-player experience."
"give_opinion(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing], has_multiplayer[yes])",I think that Need for Speed: Most Wanted is fun to play. Driving/racing games that include multiplayer tend to be enjoyable to me.
"give_opinion(name[Need for Speed: Most Wanted], rating[good], player_perspective[first person], platforms[Xbox])","I thought that Need for Speed: Most Wanted was pretty good. It's a first person game and it's on a strong platform like the Xbox, so that makes for an immersive experience."
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], genres[driving/racing])",I think Need for Speed: Most Wanted is fairly enjoyable. EA Redwood Shores is a developer that makes solid games and the driving/racing genre can be pretty fun.
"give_opinion(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], platforms[Xbox])","I thought that Need for Speed: Most Wanted was a good game. EA Redwood Shores is a decent developer, plus it's on my favorite system, the Xbox."
"give_opinion(name[Need for Speed: Most Wanted], release_year[2005], rating[good], platforms[Xbox])","I enjoyed Need for Speed: Most Wanted a decent amount because it's on my favorite system, the Xbox. Plus it came out in 2005 which was a good year for games."
"give_opinion(name[RollerCoaster Tycoon], developer[MicroProse], rating[good], player_perspective[bird view])",RollerCoaster Tycoon is a fun game. MicroProse is a talented developer and the bird view perspective makes it easy to play.
"give_opinion(name[RollerCoaster Tycoon], developer[MicroProse], rating[good], platforms[PC])","RollerCoaster Tycoon is pretty good. MicroProse knows how to make a solid game, and it being on the PC is a plus as well."
"give_opinion(name[RollerCoaster Tycoon], rating[good], genres[simulation, strategy], has_mac_release[no])","RollerCoaster Tycoon is a pretty fun game. I enjoy strategy simulators like it and would even call it great, but its lack of a Mac release holds it back a tiny bit."
"give_opinion(name[RollerCoaster Tycoon], rating[good], genres[simulation, strategy], player_perspective[bird view])",RollerCoaster Tycoon is a game I find fairly enjoyable. Strategy simulators tend to be fun and the bird view perspective is helpful when playing.
"give_opinion(name[RollerCoaster Tycoon], developer[MicroProse], rating[good], genres[simulation, strategy])","I've been enjoying playing RollerCoaster Tycoon lately. MicroProse knows how to make a quality strategy sim, and it shows in this game."
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], has_linux_release[no])","I think Bus Driver is a really terrible game. SCS Software is a terrible developer, and to add insult to the matter, they didn't even give the game a Linux release."
"give_opinion(name[Bus Driver], rating[poor], genres[driving/racing, indie, simulation], platforms[PC])","I don't like Bus Driver at all. Indie driving/racing simulators aren't a type of game I normally like anyways, and to make it even worse, it's made for the PC."
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], platforms[PC])",I really hate Bus Driver. SCS Software is a terrible developer and they're absolutely incompetent at making PC games.
"give_opinion(name[Bus Driver], esrb[E (for Everyone)], rating[poor], has_multiplayer[no])","I just don't like Bus Driver at all. E rated games are always too tame for me, and I don't enjoy single-player only games either."
"give_opinion(name[Bus Driver], release_year[2014], rating[poor], platforms[PC])","Bus Driver is definitely not a game for me, not even close. For one thing, it's on the PC, for another, it was released in 2014 and I much prefer more recent games."
"give_opinion(name[Rollcage], rating[average], genres[action, driving/racing], player_perspective[third person])","Rollcage is an okay game. I normally enjoy games with a third person perspective, but I'm so-so about action racing games."
"give_opinion(name[Rollcage], developer[Attention To Detail], rating[average], genres[action, driving/racing])","Rollcage isn't a waste of money at least. Action racing games tend to be fun, but Attention To Detail isn't that great a developer, so the game doesn't truly shine."
"give_opinion(name[Rollcage], rating[average], genres[action, driving/racing], platforms[PC])","Rollcage isn't awful, but could have been better. Action racing games can be really good, but the PC is just not the right platform for them."
"give_opinion(name[Rollcage], developer[Attention To Detail], rating[average], player_perspective[third person])","Rollcage is of average quality I'd say. Attention To Detail is normally an solid developer, but I just am not a huge fan of games with a third person perspective."
"give_opinion(name[Rollcage], release_year[1999], rating[average], has_multiplayer[yes])","Rollcage isn't terrible, I guess. It's from 1999 and I normally don't like games that old, but the multiplayer helped make up for it a bit."
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], genres[strategy, tactical])",The other day I played Commandos: Behind Enemy Lines and it was pretty good. Pyro Studios always makes good games and I enjoy tactical strategy games like it.
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], genres[strategy, tactical], player_perspective[bird view])",I've been enjoying playing Commandos: Behind Enemy Lines. The bird view perspective makes it easy to play and enhances the strategic and tactical gameplay.
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], player_perspective[bird view])",I think that Commandos: Behind Enemy Lines is a pretty good game. Pyro Studios knows how to make games that play well from a bird view perspective like it.
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], has_multiplayer[yes], platforms[PC])",I think that Commandos: Behind Enemy Lines is kind of fun. It's nice to have a game on the PC that I can play with my friends in multiplayer.
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], platforms[PC])","I think that Commandos: Behind Enemy Lines is a fun game. Developer Pyro Studios knows what they're doing, and best of all, it's on the PC which is always my preference."
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], platforms[Xbox])",FIFA 12 is neither good nor bad in my opinion. I normally like Xbox games but sport simulators aren't a genre I care for too much.
"give_opinion(name[FIFA 12], developer[EA Canada], rating[average], platforms[Xbox])","FIFA 12 is so-so in my opinion. EA Canada is an okay developer, but they don't really know how to bring out the full potential of the Xbox."
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], player_perspective[side view])","FIFA 12 isn't a favorite of mine at all, but I didn't hate it either. I normally like sport simulators quite a bit, but the side view perspective was an odd choice that hurt the game."
"give_opinion(name[FIFA 12], release_year[2011], rating[average], platforms[Xbox])","FIFA 12 isn't that bad, I guess. I typically enjoy Xbox games, but 2011 was a pretty average year for video games."
"give_opinion(name[FIFA 12], rating[average], has_multiplayer[yes], platforms[Xbox])","FIFA 12 is a game I didn't hate but that I wished I liked more. It's got multiplayer, which I always enjoy, but unfortunately it was released on the Xbox, which is my least favorite platform."
"give_opinion(name[The Elder Scrolls Online], developer[ZeniMax Online Studios], rating[average], genres[MMORPG])",I think The Elder Scrolls Online is okay. I normally really enjoy MMORPGs but I don't think ZeniMax Online Studios really knows what they're doing with that genre.
"give_opinion(name[The Elder Scrolls Online], rating[average], genres[MMORPG], player_perspective[first person])","I think The Elder Scrolls Online is just about average. The MMORPG gameplay is fun, but it's held back by the first person perspective."
"give_opinion(name[The Elder Scrolls Online], rating[average], player_perspective[first person], platforms[PC])","I think The Elder Scrolls Online is okay, but nothing special. First person games like it can be fun, but it's on PC, so of course it's full of bugs."
"give_opinion(name[The Elder Scrolls Online], esrb[M (for Mature)], rating[average], available_on_steam[yes])","I think that The Elder Scrolls Online was so-so. I like the convenience of it being on Steam, but its M rating means the content can get somewhat off-putting."
"give_opinion(name[The Elder Scrolls Online], rating[average], player_perspective[first person], has_mac_release[yes])","I thought The Elder Scrolls Online was quite okay. I love that it got a Mac release, but the first person perspective just made it mediocre in my view."
"give_opinion(name[StarCraft], developer[Blizzard Entertainment], rating[good], genres[real-time strategy])","I think StarCraft is a fun game. Blizzard Entertainment's games are always decent, and I enjoy the real-time strategy genre."
"give_opinion(name[StarCraft], rating[good], genres[real-time strategy], has_mac_release[yes])","I think that StarCraft is pretty good. Real-time strategy games are generally fun, and it even has a Mac release."
"give_opinion(name[StarCraft], developer[Blizzard Entertainment], rating[good], platforms[PC])","I've been having fun playing StarCraft lately. Blizzard Entertainment knows what they're doing, and I'm glad it's on the PC."
"give_opinion(name[StarCraft], rating[good], genres[real-time strategy], has_multiplayer[yes])","I enjoy playing StarCraft a fair amount. Real-time strategies are pretty fun, and the multiplayer option allows me to play it with my friends too."
"give_opinion(name[StarCraft], developer[Blizzard Entertainment], rating[good], player_perspective[bird view])",I think StarCraft is pretty good. Blizzard Entertainment is a talented developer and the bird view perspective makes it convenient to play.
"give_opinion(name[Life is Strange], rating[good], genres[role-playing], player_perspective[third person])","I do like Life is Strange. In fact, I enjoy third person role-playing games generally."
"give_opinion(name[Life is Strange], release_year[2015], rating[good], platforms[PC])","I often enjoy a game of Life is Strange. In fact, it's one of the few PC games I like that were released back in 2015."
"give_opinion(name[Life is Strange], esrb[M (for Mature)], rating[good], available_on_steam[yes])",I quite fancy Life is Strange. It's one of many M rated games I enjoy on Steam.
"give_opinion(name[Life is Strange], rating[good], player_perspective[third person], has_linux_release[yes])",I am very partial to Life is Strange. It's one of a selection of very enjoyable third person games released for the Linux OS.
"give_opinion(name[Life is Strange], release_year[2015], developer[Dontnod Entertainment], rating[good])",I don't mind saying that I am quite keen on Life is Strange. It's just one of the many enjoyable games that Dontnod Entertainment gave us in 2015!
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], genres[vehicular combat], player_perspective[third person])",I really didn't like MotorStorm: Apocalypse. Third person vehicular combat games just don't do it for me.
"give_opinion(name[MotorStorm: Apocalypse], rating[poor], has_multiplayer[yes], platforms[PlayStation])","I'm not a huge fan of MotorStorm: Apocalypse. The multiplayer mode turns me off, and I rarely use my PlayStation anymore."
"give_opinion(name[MotorStorm: Apocalypse], developer[Evolution Studios], rating[poor], genres[vehicular combat])","I generally avoid vehicular combat games from Evolution Studios, so MotorStorm: Apocalyse is not my cup of tea."
"give_opinion(name[MotorStorm: Apocalypse], release_year[2011], rating[poor], genres[vehicular combat])","Evolution Studios' 2011 releases seemed to lack Steam support, and MotorStorm: Apocalypse was no exception. They didn't get the vehicular combat gameplay right either."
"give_opinion(name[MotorStorm: Apocalypse], esrb[T (for Teen)], rating[poor], player_perspective[third person])","With its third person perspective and teen rating, I'm not surprised that I found MotorStorm: Apocalypse lacking."
