HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
3W3RSPVVGSCEKVN3806YTEEGJ62ULM,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3G2UL9A02E0XPJ6UYQCNINEP8QE67D,A1MW021IG07IMF,Submitted,Sat May 04 23:25:45 PDT 2019,Sat May 04 23:27:44 PDT 2019,Sun May 19 23:27:44 PDT 2019,,,,119,100% (404/404),100% (404/404),100% (246/246),<b>Age of Empires II: The Age of Kings</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,,,,,,"I think Age of Empires II: The Age of Kings is a good game. The T rating makes it accessible, and the multiplayer is a nice option.",,
3SSN80MU8C9VHTZGS55KYL05OOEKX1,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,3IXQG4FA2UK79EBI9ERF7ZRNFBPB9D,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 18:10:37 PDT 2019,Tue Apr 23 18:10:57 PDT 2019,Wed May 08 18:10:57 PDT 2019,,,,20,100% (334/334),100% (334/334),100% (277/277),<b>Age of Empires II: The Age of Kings</b>,,,,,Liking: <b>good</b>,,,,,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,,,"Age of Empires II: The Age of Kings, was a pretty good game. Getting a hold of it was tough though, since it's neither on steam nor linux.",,
3S37Y8CWI8LVER5NX8MIPLX2JJT4WG,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:11 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,3UNH76FOCTRIT6NN8F94KWV838PYM6,A1MW021IG07IMF,Approved,Wed May 08 23:29:54 PDT 2019,Wed May 08 23:31:48 PDT 2019,Mon May 13 23:31:48 PDT 2019,Thu May 09 10:13:08 PDT 2019,,,114,100% (940/940),100% (940/940),100% (782/782),<b>Age of Empires II: The Age of Kings</b>,,,,,Liking: <b>good</b>,,,,,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,,n/a,"I don't like Steam and I think focusing on a Linux release takes time away from making a game good, so I like games like Age of Empires II: The Age of Kings that avoids all that.",,
3MJ28H2Y1ET5510LKREIDJQUFUEO5F,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3IQ1VMJRYU62Q46Q30RJCO7HZZSA9J,A1MW021IG07IMF,Submitted,Sun May 05 00:24:06 PDT 2019,Sun May 05 00:25:24 PDT 2019,Mon May 20 00:25:24 PDT 2019,,,,78,100% (404/404),100% (404/404),100% (246/246),<b>Age of Empires II: The Age of Kings</b>,,,,,Liking: <b>good</b>,,,,Platform: <b>PC</b>,,,Has a Mac release: <b>yes</b>,,I've been having fun playing Age of Empires II: The Age of Kings lately. I definitely appreciate how I can play it on both my Mac and my PC.,,
3MJ28H2Y1ET5510LKREIDJQUFUEO5F,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3TY7ZAOG5G6Q6NRZFVLFDR9KZZA0KC,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 11:21:11 PDT 2019,Tue Apr 23 11:23:28 PDT 2019,Wed May 08 11:23:28 PDT 2019,,,,137,100% (334/334),100% (334/334),100% (277/277),<b>Age of Empires II: The Age of Kings</b>,,,,,Liking: <b>good</b>,,,,Platform: <b>PC</b>,,,Has a Mac release: <b>yes</b>,,"I really liked Age of Empires II: The Age of Kings, it's a solid PC game, and it actually was ported to Mac too which is a pretty nice addition in terms of expanding access to the game.",,
3HEM8MA6H9XCJNVKJJF00UQBLVXPQA,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 24 01:02:42 PDT 2019,,,386CSBG1O087V1B9UPLTIEVKBBU6QN,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:20:25 PDT 2019,Tue Apr 23 20:20:45 PDT 2019,Wed May 08 20:20:45 PDT 2019,,,,20,100% (334/334),100% (334/334),100% (277/277),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,I really enjoyed the multiplayer on Tom Clancy's Splinter Cell: Chaos Theory. I have good memories playing it on my Playstation.,,
3HEM8MA6H9XCJNVKJJF00UQBLVXPQA,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 24 01:02:42 PDT 2019,,,3WLEIWSYHP3607T5OXMWJNM74HK2HQ,A30L6SDLOKQJJO,Submitted,Tue Apr 23 13:56:26 PDT 2019,Tue Apr 23 13:57:12 PDT 2019,Wed May 08 13:57:12 PDT 2019,,,,46,100% (32/32),100% (32/32),100% (14/14),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,Tom Clancy's Splinter Cell: Chaos Theory by far had the best multiplayer for any PlayStation game.,,
3AA88CN98POKHYPQX1RMHZ7EQU8KY7,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 29 01:02:42 PDT 2019,,,3D3VGR7TA118AJ3RO2CVG1T5Y303RG,A2RCYLKY072XXO,Submitted,Sun Apr 28 14:46:42 PDT 2019,Sun Apr 28 14:48:09 PDT 2019,Mon May 13 14:48:09 PDT 2019,,,,87,100% (88/88),100% (88/88),100% (88/88),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,Developer: <b>Ubisoft Montreal</b>,,Liking: <b>good</b>,,Player perspective: <b>first person</b>,,,,,,,Tom Clancy's Splinter Cell: Chaos Theory was a solid first person game. I tend to like most releases from Ubisoft Montreal.,,
3AA88CN98POKHYPQX1RMHZ7EQU8KY7,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 29 01:02:42 PDT 2019,,,3FTF2T8WLS4ZXH9T45NBUD48QYZW9F,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:32:04 PDT 2019,Fri Apr 26 09:32:16 PDT 2019,Sat May 11 09:32:16 PDT 2019,,,,12,100% (334/334),100% (334/334),100% (277/277),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,Developer: <b>Ubisoft Montreal</b>,,Liking: <b>good</b>,,Player perspective: <b>first person</b>,,,,,,,"I'm a fan of Tom Clancy's Splinter Cell: Chaos Theory, I enjoy Ubisoft Montreal's first person games.",,
3IHWR4LC7DYEWX8KKU8G564Z5BGI8G,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,38BQUHLA9XM6ZSJL2S06I5X6MAROM7,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:21:16 PDT 2019,Tue Apr 23 20:21:36 PDT 2019,Wed May 08 20:21:36 PDT 2019,,,,20,100% (334/334),100% (334/334),100% (277/277),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>action, tactical</b>",,,,,,,,"Tom Clancy's Spliter Cell Chaos Theory is, predictably, an M rated action/tactical game. But it works, it's a good game!",,
3IHWR4LC7DYEWX8KKU8G564Z5BGI8G,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3FTF2T8WLS4ZXH9T45NBUD48RIV9WT,A1MW021IG07IMF,Submitted,Sun May 05 00:16:43 PDT 2019,Sun May 05 00:18:18 PDT 2019,Mon May 20 00:18:18 PDT 2019,,,,95,100% (404/404),100% (404/404),100% (246/246),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>action, tactical</b>",,,,,,,,I thought that Tom Clancy's Splinter Cell: Chaos Theory was a pretty fun game. I like tactical action games like it and the M rating meant it didn't need to hold back with its content.,,
3R5LWXWHR0TQF73X2EK50T8CIQ7XGO,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:11 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,3WETL7AQWUUJ5W5TRVZSD0O98C753K,A1MW021IG07IMF,Approved,Thu May 09 00:16:02 PDT 2019,Thu May 09 00:22:23 PDT 2019,Tue May 14 00:22:23 PDT 2019,Thu May 09 10:13:08 PDT 2019,,,381,100% (940/940),100% (940/940),100% (782/782),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,Year: <b>2005</b>,,,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,,n/a,"2005 was an average year for games but I love playing games on the PlayStation, so I thought that Tom Clancy's Splinter Cell: Chaos Theory was pretty fun.",,
3FDWKV9VCNNYQD5O8C7DTRT5JBSUMO,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,3U8YCDAGXQ2CHQPUS05C9DLTY880QG,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:12:38 PDT 2019,Tue Apr 23 20:13:13 PDT 2019,Wed May 08 20:13:13 PDT 2019,,,,35,100% (334/334),100% (334/334),100% (277/277),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,Year: <b>2005</b>,,,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,,,"Tom Clancy's Splinter Cell: Chaos Theory came out in 2005 but hell, it feels like it'd fit right in today with modern AAA games with how well its aged. A solid game when it came out on Playstation, and a solid game today.",,
3E24UO25QZB1O50ZPAON5P4UBPPO6V,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,3FTOP5WARGAVV3LHXAL3CC97LHBJ0C,A1ELPYAFO7MANS,Submitted,Mon Apr 29 19:47:46 PDT 2019,Mon Apr 29 19:48:23 PDT 2019,Tue May 14 19:48:23 PDT 2019,,,,37,100% (100/100),100% (100/100),100% (73/73),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,,,Liking: <b>good</b>,"Genres: <b>action, tactical</b>",,Has multiplayer: <b>yes</b>,,,,,,Tom Clancy's Splinter Cell: Chaos Theory was pretty good. I like tactical action games that I can play with my friends.,,
3E24UO25QZB1O50ZPAON5P4UBPPO6V,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,3L4PIM1GQU29QM0FDN5L6VPI7S5YR3,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:32:31 PDT 2019,Fri Apr 26 09:32:48 PDT 2019,Sat May 11 09:32:48 PDT 2019,,,,17,100% (334/334),100% (334/334),100% (277/277),<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,,,,,Liking: <b>good</b>,"Genres: <b>action, tactical</b>",,Has multiplayer: <b>yes</b>,,,,,,I'm pretty into Tom Clancy's Splinter Cell: Chaos Theory. I've always been a fan of multiplayer tactical action games.,,
3X4Q1O9UBH7KS5E48KTFB34Q609O7U,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,38JBBYETQPW4JBHQ2AXERZMSX2H4EC,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:33:07 PDT 2019,Fri Apr 26 09:33:19 PDT 2019,Sat May 11 09:33:19 PDT 2019,,,,12,100% (334/334),100% (334/334),100% (277/277),<b>Diablo II</b>,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",,,,,,,,I was a big fan of Diablo II. I love Blizzard North's work with the hack and slash RPG.,,
3X4Q1O9UBH7KS5E48KTFB34Q609O7U,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,3YZ8UPK3VU8O3BRRLPI1EFKJBM0CUO,A1WYMR7MGOCO83,Submitted,Mon Apr 29 19:29:30 PDT 2019,Mon Apr 29 19:36:00 PDT 2019,Tue May 14 19:36:00 PDT 2019,,,,390,100% (9/9),100% (9/9),100% (9/9),<b>Diablo II</b>,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",,,,,,,,"Diablo II from Blizzard North is good game and a nice example of the hack and slash, role playing genre.",,
34OWYT6U3W2EA2RUPMEU52ZAPHYI95,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3907X2AHF1RYDORT7AU1SWOYQA72PC,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:30:50 PDT 2019,Tue Apr 23 20:31:02 PDT 2019,Wed May 08 20:31:02 PDT 2019,,,,12,100% (334/334),100% (334/334),100% (277/277),<b>Diablo II</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,,,,,,Diablo II is a really good multiplayer M rated game from Blizzard North.,,
34OWYT6U3W2EA2RUPMEU52ZAPHYI95,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3EFVCAY5L4VDDSQKSEYI5RFP5G48J8,A1MW021IG07IMF,Submitted,Sat May 04 23:21:24 PDT 2019,Sat May 04 23:25:45 PDT 2019,Sun May 19 23:25:45 PDT 2019,,,,261,100% (404/404),100% (404/404),100% (246/246),<b>Diablo II</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,,,,,,Diablo II is a fun game. It's pretty enjoyable to be able to play bloody M rated games like it with my friends in multiplayer.,,
3MJ9GGZYO3RO40NXSP72EH3D7MU2A7,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:11 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,3SBEHTYCWOPWXNXWN0BCS3ORMZ8YIT,A1MW021IG07IMF,Approved,Thu May 09 00:22:23 PDT 2019,Thu May 09 00:25:07 PDT 2019,Tue May 14 00:25:07 PDT 2019,Thu May 09 10:13:08 PDT 2019,,,164,100% (940/940),100% (940/940),100% (782/782),<b>Diablo II</b>,,,,,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",Player perspective: <b>bird view</b>,,,,,,n/a,"I think that hack-and-slash RPGs can be a bit mindless and repetitive, but with a bird view perspective they're usually pretty fun anyways. So I enjoyed playing Diablo II.",,
3PIOQ99R7Y748VQOKDMD66I5O12UNO,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,3G0WWMR1UW6F2MH1T67AKPH660DQN9,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 19:01:48 PDT 2019,Tue Apr 23 19:03:32 PDT 2019,Wed May 08 19:03:32 PDT 2019,,,,104,100% (334/334),100% (334/334),100% (277/277),<b>Diablo II</b>,,,,,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",Player perspective: <b>bird view</b>,,,,,,,"Diablo 2 is a really good entry in the hack and slash RPG genre, you don't see many bird-view games these days, which is sad.",,
31YWE12TE0X7MESW9BGBUGVJI4EX78,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,38JBBYETQPW4JBHQ2AXERZMSWFBE45,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 12:48:00 PDT 2019,Tue Apr 23 12:48:28 PDT 2019,Wed May 08 12:48:28 PDT 2019,,,,28,100% (334/334),100% (334/334),100% (277/277),<b>Diablo II</b>,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,,,,,,,Has a Mac release: <b>yes</b>,,"Oh man I miss the old Blizzard North, Diablo 2 is just a masterpiece of a game that in many respects hasn't been rivaled, and thankfully, it's out on Mac too!",,
3A9LA2FRWSZ4F3Y8MK2NLTKDXQKXHN,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:11 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,3TGOYF991Y8KP58R7G318L6PK6GUUV,A1MW021IG07IMF,Approved,Wed May 08 23:06:18 PDT 2019,Wed May 08 23:08:16 PDT 2019,Mon May 13 23:08:16 PDT 2019,Thu May 09 10:13:08 PDT 2019,,,118,100% (940/940),100% (940/940),100% (782/782),<b>Diablo II</b>,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,,,,,,,Has a Mac release: <b>yes</b>,n/a,"Blizzard North is mostly an okay developer, but they released Diablo II for the Mac and so that pushes the game from okay to good in my view.",,
3SV8KD29L4DKMOZVTNT5V6GGWOCKZY,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:42 PDT 2019,,,3AZHRG4CU56KAPJSUPTGW5SIOGV30H,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:32:37 PDT 2019,Tue Apr 23 20:32:48 PDT 2019,Wed May 08 20:32:48 PDT 2019,,,,11,100% (334/334),100% (334/334),100% (277/277),<b>Diablo II</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,,,Diablo II is a good multiplayer game found on the PC.,,
3J9UN9O9J3DS9JNN78G1OSDH0B40J1,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:11 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,3IGI0VL6486CHA4LETF6VKM6UOXNOH,A1MW021IG07IMF,Approved,Wed May 08 22:42:28 PDT 2019,Wed May 08 22:44:11 PDT 2019,Mon May 13 22:44:11 PDT 2019,Thu May 09 10:13:09 PDT 2019,,,103,100% (940/940),100% (940/940),100% (782/782),<b>Diablo II</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,,n/a,"Multiplayer games for the PC are always at least a little fun, so I've been enjoying playing Diablo II lately.",,
3BO3NEOQM02SFL1ZHSSU1XAUVZGIAK,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:42 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 29 01:02:42 PDT 2019,,,3GDTJDAPVVX3E0W5VBBALJ7672A8M5,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 10:48:26 PDT 2019,Tue Apr 23 10:49:06 PDT 2019,Wed May 08 10:49:06 PDT 2019,,,,40,100% (334/334),100% (334/334),100% (277/277),<b>Super Mario World</b>,,,Developer: <b>Nintendo EAD</b>,,Liking: <b>excellent</b>,,Player perspective: <b>side view</b>,,,,,,,"Man, Super Mario World is GREAT. Such a classic. It really set the stage for future side view games too, truly a masterclass in design from Nintendo EAD.",,
