mr,ref,score,,
nan,"Located in the riverside area, The Golden Palace is a coffee shop that serves English food. It has a high price range and has an average customer rating.",2,,
nan,In the riverside area there is a coffee shop called The Golden Palace that serves English food. It has a low customer rating and a price range is less than £20.,2,,
nan,In the city centre there is a moderately priced English coffee shop called The Golden Palace. It has a customer rating of 1 out of 5.,2,,
nan,"In the riverside area, there is a moderately priced English coffee shop called The Golden Palace.",2,,
nan,"In the riverside area, there is a moderately priced English coffee shop called The Golden Palace.",2,,
nan,"In the riverside area, there is a coffee shop called The Golden Palace that serves English food. It has a high customer rating and a price range of more than £30.",2,,
nan,"Located in the city centre, The Golden Palace is a coffee shop that serves English food. It has a high customer rating and a price range is £20-25.",2,,
nan,In the riverside area there is a coffee shop that serves English food called The Golden Palace. It has a high customer rating and a price range is £20-25.,2,,
nan,"Located in the riverside area near The Sorrento, The Mill is a Chinese coffee shop with a high price range.",2,,
nan,Near The Sorrento in the city centre is a Chinese coffee shop called The Mill. It has a price range of less than £20.,2,,
nan,In the riverside area near The Sorrento is a Chinese coffee shop called The Mill. It has a price range of less than £20.,2,,
nan,Near The Sorrento in the city centre is a Chinese coffee shop called The Mill. It has a moderate price range.,2,,
nan,"Located in the riverside area near The Sorrento, The Mill is a Chinese coffee shop with a price range of more than £30.",2,,
nan,"Located in the riverside area near The Sorrento, The Mill is a Chinese coffee shop with a price range of £20-25.",2,,
nan,In the riverside area near The Sorrento is a cheap English coffee shop called The Mill.,2,,
nan,"Located in the riverside area near The Sorrento, The Mill is a coffee shop that serves English food. It has a high price range.",2,,
nan,"In the riverside area, near The Sorrento, there is a coffee shop called The Mill. It serves English food and has a price range of less than £20.",2,,
nan,"Located near The Sorrento in the city centre, The Mill is a coffee shop serving English food. It has a moderate price range.",2,,
nan,"In the riverside area, near The Sorrento, there is a coffee shop that serves English food called The Mill. It has a moderate price range.",2,,
nan,"With a price range of more than £30, The Mill is a coffee shop near The Sorrento in the riverside area.",2,,
nan,"In the riverside area, near The Sorrento, there is a coffee shop called The Mill. It serves English food at a price range of £20-25.",2,,
nan,In the riverside area there is a coffee shop serving shop called The Phoenix.,2,,
nan,In the riverside area there is a coffee shop called The Phoenix. It is a coffee shop.,2,,
nan,In the city centre there is a &slot_con_cuisine_food& coffee shop called The Phoenix.,2,,
nan,In riverside there is a &slot_con_cuisine_food& coffee shop called The Phoenix.,2,,
nan,In the riverside area there is a coffee shop called The Phoenix.,2,,
nan,In the riverside area is the The Phoenix.,2,,
nan,In the riverside area there is a coffee shop called The Phoenix.,2,,
nan,"In the riverside area, there is a coffee shop called The Punter. It is a coffee shop with a coffee shop.",2,,
nan,In the riverside area there is a coffee shop called The Punter. It is kid friendly and has a high customer rating.,2,,
nan,In the city centre there is a &slot_con_cuisine_food& coffee shop called The Punter. It has a low customer rating and is not family-friendly.,2,,
nan,In the riverside area is a &slot_con_cuisine_food& coffee shop called The Punter. It is not family-friendly.,2,,
nan,In the riverside area is a &slot_con_cuisine_food& coffee shop called The Punter. It has a low customer rating.,2,,
nan,In the city centre there is a restaurant called The Punter. It is not family-friendly.,2,,
nan,In the city centre there is a family friendly place called The Punter.,2,,
nan,"Located in the riverside area, The Punter is a coffee shop that is not family-friendly.",2,,
nan,In the riverside area there is a family friendly coffee shop called The Punter.,2,,
nan,"Located in the riverside area, The Punter is a high priced restaurant.",2,,
nan,In the riverside area there is a coffee shop called The Punter. It is not family-friendly.,2,,
nan,In the riverside area is a family friendly coffee shop called The Punter.,2,,
nan,Near Café Sicilia is a cheap Chinese coffee shop called The Punter. It has an average customer rating and is not family-friendly.,2,,
nan,Near Café Sicilia is a Chinese coffee shop called The Punter. It has an average customer rating and is family friendly.,2,,
nan,Near Café Sicilia is a Chinese coffee shop called The Punter. It has a high price range and a customer rating of 3 out of 5 and is not kid friendly.,2,,
nan,Near Café Sicilia is a Chinese coffee shop called The Punter. It has a high price range and a customer rating of 3 out of 5 and is not kid friendly.,2,,
nan,"Located near Café Sicilia, The Punter is a child friendly coffee shop that serves Chinese food. It has a high customer rating and a price range of £20-25.",2,,
nan,"Located near Café Sicilia, The Punter is a Chinese coffee shop with a price range of less than £20. It has a low customer rating and is not family-friendly.",2,,
nan,"Located near Café Sicilia, The Punter is a family friendly Chinese coffee shop with a price range of less than £20.",2,,
nan,"Located near Café Sicilia, The Punter is a Chinese coffee shop with a moderate price range and a customer rating of 3 out of 5 and is not kid friendly.",2,,
nan,"Located near Café Sicilia, The Punter is a Chinese coffee shop with a price range of more than £30. It is not child friendly and has a high customer rating.",2,,
nan,"Located near Café Sicilia, The Punter is a Chinese coffee shop with a price range of £20-25. It is not kid friendly and has a high customer rating.",2,,
nan,Near Café Sicilia is a cheap English coffee shop called The Punter. It is not family-friendly and has a customer rating of 5 out of 5.,2,,
nan,"Located near Café Sicilia, The Punter is a coffee shop that serves English food. It has a high price range and a customer rating of 3 out of 5 and is not kid friendly.",2,,
nan,"Located near Café Sicilia, The Punter is a kid friendly coffee shop that serves English food. It has a high price range and a customer rating of 3 out of 5.",2,,
nan,"Located near Café Sicilia, The Punter is an English coffee shop with an average customer rating. It is not kid friendly and has a high price range.",2,,
nan,"Located near Café Sicilia, The Punter is a child friendly coffee shop that serves English food. It has an average customer rating and a high price range.",2,,
nan,"Located near Café Sicilia, The Punter is an English coffee shop with a price range of less than £20. It is not family-friendly and has a low customer rating.",2,,
nan,"Located near Café Sicilia, The Punter is a family friendly English coffee shop with a price range of less than £20.",2,,
nan,"Located near Café Sicilia, The Punter is an English coffee shop with a moderate price range and a customer rating of 1 out of 5 and is not kid friendly.",2,,
nan,"Located near Café Sicilia, The Punter is a kid friendly coffee shop with a moderate price range and a customer rating of 1 out of 5.",2,,
nan,"Located near Café Sicilia, The Punter is a kid friendly coffee shop with a moderate price range and a customer rating of 3 out of 5.",2,,
nan,"Located near Café Sicilia, The Punter is a child friendly coffee shop that serves English food at a price range of £20-25.",2,,
nan,"For a child friendly coffee shop coffee shop, try The Wrestlers.",2,,
nan,"Near The Sorrento, there is a coffee shop that serves &slot_con_cuisine_food& food called The Wrestlers. It is kid friendly.",2,,
nan,"Near The Sorrento, there is a coffee shop called The Wrestlers. It has a high customer rating and is kid friendly.",2,,
nan,In the city centre there is a coffee shop called The Wrestlers. It is not family-friendly.,2,,
nan,Near The Sorrento is a &slot_con_cuisine_food& coffee shop called The Wrestlers. It is not family-friendly and has a low customer rating.,2,,
nan,For a family friendly coffee shop coffee shop try The Wrestlers.,2,,
nan,Near The Sorrento is a &slot_con_cuisine_food& coffee shop called The Wrestlers. It has a low customer rating.,2,,
nan,The Wrestlers is a family friendly restaurant.,0,,
nan,Near the The Sorrento is a family friendly place called The Wrestlers.,2,,
nan,"With a high customer rating, The Wrestlers is child friendly.",2,,
nan,Near The Sorrento is the The Wrestlers. It is child friendly and has a high customer rating.,2,,
nan,In the city centre there is a coffee shop called The Wrestlers.,2,,
nan,Near The Sorrento there is a coffee shop called The Wrestlers. It is not family-friendly.,2,,
nan,The Wrestlers is a family friendly coffee shop.,0,,
nan,Near The Sorrento is a family friendly coffee shop called The Wrestlers.,2,,
nan,"In the riverside area, near Raja Indian Cuisine, there is a coffee shop called The Wrestlers. It is family friendly and serves Chinese food.",2,,
nan,Near Raja Indian Cuisine in the city centre is a Chinese coffee shop called The Wrestlers. It is not kid friendly and has a high price range.,2,,
nan,Near Raja Indian Cuisine in the city centre is a Chinese coffee shop called The Wrestlers. It is not kid friendly and has a high price range.,2,,
nan,"Located in the city centre near Raja Indian Cuisine, The Wrestlers is a Chinese coffee shop with a price range of less than £20. It is not family-friendly.",2,,
nan,"Located in the riverside area near Raja Indian Cuisine, The Wrestlers is a family friendly Chinese coffee shop with a price range of less than £20.",2,,
nan,Near Raja Indian Cuisine in the city centre is a Chinese coffee shop called The Wrestlers. It is not kid friendly and has a moderate price range.,2,,
nan,In the riverside area near Raja Indian Cuisine is a Chinese coffee shop called The Wrestlers. It is kid friendly and has a moderate price range.,2,,
nan,"Located in the riverside area near Raja Indian Cuisine, The Wrestlers is a child friendly Chinese coffee shop with a price range of more than £30.",2,,
nan,Near Raja Indian Cuisine in the riverside area is a Chinese coffee shop called The Wrestlers. It is kid friendly and has a price range of £20-25.,2,,
nan,"Located near Raja Indian Cuisine in the riverside area, The Wrestlers is a family friendly English coffee shop.",2,,
nan,"Located in the city centre near Raja Indian Cuisine, The Wrestlers is a coffee shop that serves English food at a high price range. It is not kid friendly.",2,,
nan,"Located in the city centre near Raja Indian Cuisine, The Wrestlers is a kid friendly English coffee shop with a high price range.",2,,
nan,"Located in the riverside area near Raja Indian Cuisine, The Wrestlers is a coffee shop that serves English food. It has a high price range and is not kid friendly.",2,,
nan,"Located in the riverside area near Raja Indian Cuisine, The Wrestlers is a kid friendly English coffee shop with a high price range.",2,,
nan,"Located in the riverside area near Raja Indian Cuisine, The Wrestlers is an English coffee shop with a price range of less than £20. It is not family-friendly.",2,,
nan,"Located in the riverside area near Raja Indian Cuisine, The Wrestlers is a family friendly English coffee shop with a price range of less than £20.",2,,
nan,"Located in the city centre near Raja Indian Cuisine, The Wrestlers is an English coffee shop with a moderate price range. It is not kid friendly.",2,,
nan,"Located in the city centre near Raja Indian Cuisine, The Wrestlers is a kid friendly English coffee shop with a moderate price range.",2,,
nan,"Located in the riverside area near Raja Indian Cuisine, The Wrestlers is an English coffee shop with a moderate price range. It is not kid friendly.",2,,
nan,"In the riverside area, near Raja Indian Cuisine, there is a coffee shop that serves English food called The Wrestlers. It is kid friendly and has a moderate price range.",2,,
nan,"With a price range of more than £30, The Wrestlers is a kid friendly coffee shop near Raja Indian Cuisine in the riverside area.",2,,
nan,Near Raja Indian Cuisine in the riverside area is Travellers Rest Beefeater coffee shop.,2,,
nan,In the riverside area near Raja Indian Cuisine is Travellers Rest Beefeater. It is a coffee shop with a high price range.,2,,
nan,"Located in the city centre near Raja Indian Cuisine, Travellers Rest Beefeater is a &slot_con_cuisine_food& coffee shop.",2,,
nan,"Near Raja Indian Cuisine in the riverside area, is a coffee shop that serves &slot_con_cuisine_food& food called Travellers Rest Beefeater.",2,,
nan,In the city centre near Raja Indian Cuisine is Travellers Rest Beefeater. It has an average customer rating.,2,,
nan,Near Raja Indian Cuisine in the riverside area is Travellers Rest Beefeater.,2,,
nan,"Located in the riverside area near Raja Indian Cuisine, Travellers Rest Beefeater has a high customer rating.",2,,
nan,Near Raja Indian Cuisine in the city centre is Travellers Rest Beefeater.,2,,
nan,Near Raja Indian Cuisine in the riverside area is Travellers Rest Beefeater.,2,,
nan,"With a customer rating of 5 out of 5, Wildwood is a cheap Chinese coffee shop near Ranch.",2,,
nan,Near Ranch there is a cheap Chinese coffee shop called Wildwood.,2,,
nan,"With a customer rating of 3 out of 5, Wildwood is a Chinese coffee shop located near Ranch. It has a high price range.",2,,
nan,"Located near Ranch, Wildwood is a coffee shop that serves Chinese food. It has a high customer rating and a price range of £20-25.",2,,
nan,"With a customer rating of 1 out of 5, Wildwood is a moderately priced coffee shop located near Ranch.",2,,
nan,"With a customer rating of 5 out of 5, Wildwood is a cheap English coffee shop near Ranch.",2,,
nan,"Located near Ranch, Wildwood is a cheap English coffee shop with an average customer rating.",2,,
nan,"With a customer rating of 3 out of 5, Wildwood is a coffee shop serving English food. It is located near Ranch and has a high price range.",2,,
nan,"Located near Ranch, Wildwood is a coffee shop that serves English food with a high customer rating. It has an average customer rating.",2,,
nan,"Located near Ranch, Wildwood is an English coffee shop with a price range of less than £20. It has a low customer rating.",2,,
nan,"With a customer rating of 3 out of 5, Wildwood is a moderately priced coffee shop near Ranch.",2,,
nan,"Located near Ranch, Wildwood is a coffee shop that serves English food. It has a high customer rating and a price range of £20-25.",2,,
