mr,ref,score
"name[Cotto], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside], near[The Portland Arms]",There is a restaurant located in the Riverside area near The Portland Arms called Cotto. This restaurant has a coffee  shop vibe that offers fair priced foods. Cotto has a high customer value because they offer quality foods for fair prices.,3
"name[Cotto], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside], near[The Portland Arms]","If you're staying at The Portland Arms, try Cotto.  It is an average priced local coffee house near you in riverside.",2
"name[Cotto], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside], near[The Portland Arms]",Cotto is a coffee shop that serves a variety of mid-priced foods. It is located by the Riverside near The Portland Arms. Cotto has high customer ratings. This is a cheap coffee shop offering quality foods for fair prices.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop with Chinese food in the city centre that has 5 out of 5 stars. It is not family friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no]","A highly rated Chinese coffee shop in the city centre is Fitzbillies. Selling cheap Chinese food, it has an overall customer rating of 5 out of 5. It is not suitable for family as it is described as not family friendly. This coffee shop sells Chinese food in a cheap price range. It can be found in the city centre.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes]","Fitzbillies is a Chinese food serving, cheap coffee shop in the city centre which is family friendly and rated 5 out of 5 by customers.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes]",Family friendly coffee Shop that is called Fitzbillies. We sell cheap Chinese food located in the city centre. We have a rating 5 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no]",Fitzbillies is a coffee shop that has Chinese food.  Customers have rated them 5 out of 5.  They also have great prices.  Keep in mind that they do not allow children.,3
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no]","If you want cheap Chinese food with a high rating, try Fitzbillies.  This coffee shop is on the Riverside, but please remember they do not allow children.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","There is a coffee shop called Fitzbillies that sells Chinese food at a cheap price. The customer rating is 5 out of 5, it is kid friendly, but located in riverside.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies, located in the riverside area, is a family friendly Chinese coffee shop that in addition to being cheap, has also received a customer rating of 5 out of 5.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","By the riverside, you will find the Fitzbillies. It is cheap but excellent coffee shop that also serves Chinese food.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies is a coffee shop that sells Chinese food at a cheap price. It is kid friendly, the rating is 5 out of 5, and located in riverside.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no]","Fitzbillies is a moderately rated coffee shop in the city centre that sells Chinese food for a cheap price, however it is not family friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no]",Fitzbillies is a cheap coffee shop located in the city centre that serves Chinese. It has an average customer rating. It is not child friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes]",Fitzbillies is a coffee shop located in the centre of the city that serves Chinese food in a family friendly environment. It has an average customer rating and cheap prices.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes]",Cheap Chinese food downtown. Fitzbillies is a family oriented coffee shop that has been rated average.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes]",Fitzbillies is a Café that serves Chinese. It is an affordable option in the city core to feed the family. It has received average ratings.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no]",Fitzbillies is a Chinese coffee Shop that is situated by the riverside. It is cheap and has an average customer rating.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no]","In Riverside, you'll find Fitzbillies. It is a passable, affordable coffee shop which interestingly serves Chinese food. Don't bring your family though.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no]",There is a coffee shop called the Fitzbillies located in Riverside that serves Chinese food Ina cheap price range. It has an Average customer rating and is not family friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no]",There is a coffee shop Fitzbillies that offers cheap Chinese food. They are rated average and not family friendly. They are located riverside.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no]",The Fitzbillies is a coffee shop located in riverside that sells Chinese food in a cheap price range. It has an average customer rating and is average and it is not family friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no]","Fitzbillies is an average, cheaply-priced coffee shop in Riverside that serves that also serves Chinese food to single patrons, without a family.",3
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes]","Ideal for family and friends, Fitzbillies is a coffee shop which offers Chinese food at a low price.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes]","Fitzbillies is a cheap coffee shop by the riverside, which serve Chinese food. The customer rating is average and ideal for family and friends.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]","Fitzbillies is a coffee shop in the city centre that serves Chinese food for adults only. Although, it's expensive and poorly rated by its customers.",3
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]","There is a high priced coffee shop in the city centre called Fitzbillies that serves Chinese food, has a 1 out of 5 customer rating and is not child friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop that provides Chinese food with high price ranges and a customer rating of 1 out of 5 in the city centre. They are not child friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]",There is a high priced  coffee shop located in the city centre called Fitzbillies that serves  Chinese food.  Their customer rating is 1 out of 5 and they are not kid friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]","The restaurant Fitzbillies is a coffee shop that serves Chinese food for a high price.   It has a customer rating of 1 out of 5,  it is located in the city centre and is not kid friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no]","Fitzbillies is a no children friendly coffee shop that serves Chinese food, in riverside, with high price Range, and 1 out of 5 customer Rating.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no]","Fitzbillies is a coffee shop that serves Chinese food, is no children friendly and has a high price Range, with 1 out of 5 customer Rating, located in riverside.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies that is located in riverside  is rated 1 out of 5. The establishment is children friendly, a bit on the high price range.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop in the city centre. It has high prices but only gets an average customer rating and is not friendly for children. But if you want Chinese food it is an option.,2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no]","Fitzbillies, located near city centre, is a coffee shop that serves Chinese food. It has a high price range, average customer rating and no, it is not children friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no]","Fitzbillies is a coffee shop which also sells Chinese food. You can find it in the city centre, but be aware it is not children friendly, only gets an average customer rating and prices are high.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes]",Fitzbillies is a coffee shop with Chinese food that is expensive and is an average rated place in city centre but is child friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes]",Fitzbillies is a Chinese coffee shop that is average but high price and is child friendly and in the city centre.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes]",Fitzbillies is a Chinese coffee shop that is average but high price. It's child friendly and in the city centre.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes]","This place called Fitzbillies is like a coffee shop, that has Chinese food and is located near city centre.  There is a great park across the street for the kids, which makes up for Fitzbillies average reviews and high prices.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no]","Fitzbillies is a Chinese coffee shop in the riverside area. It has average customer ratings with high prices, so no kids here.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no]","Located in the Riverside area, Fitzbillies is a high priced coffee shop that serves Chinese cuisine. The customer rating is 'average',  and it is not child friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[no]",Fitzbillies is a coffee shop and Chinese food restaurant that is on the pricey side and has average customer reviews in Riverside and it is not friendly for children.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes]",Fitzbillies is a coffee shop which serves Chinese food on riverside that is child friendly. It has a high price range and an average customer rating.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes]","There is a coffee shop on riverside that is child friendly that serves Chinese food, Fitzbillies. It has a high price range and an average customer rating.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no]","Fitzbillies located near the  center of the city is a coffee shop that serves  Chinese  food  and is a low priced , low customer rating non family friendly choice.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no]","Located in the center of the city, Fitzbillies is a  low  rated, low priced coffee shop that serves Chinese food.  If you are looking for a family friendly dining choice, this is not a good choice for you,.",3
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no]","Fitzbillies is a coffee shop that also serves Chinese food. It is moderately priced, with low customer ratings and is located in the city centre It is family friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes]",Theirs a coffee shop name Fitzbillies that has a price range less than £20 and provides Chinese food. Has a low customer Rating but it's family friendly winch is located in the city center.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes]",Theirs a coffee shop name Fitzbillies that has a price range less than £20 and provides Chinese food. Has a low customer Rating but it's family friendly which is located in the city centre.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no]",Fitzbillies is a Chinese coffee shop by the riverside with low customer ratings and prices less than £20 that is not family friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no]","By the riverside, there is a Chinese coffee shop that is not family friendly with prices less than £20 and low customer ratings named Fitzbillies.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes]",Fitzbillies is a coffee shop with Chinese food that costs less than £20 and has a low customer rating. It is by the riverside and is family friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes]","Located in the riverside area, Fitzbillies is a Chinese coffee shop with a fairly low customer rating. It sells Chinese food in the price range of less than £20 so it is good for those on a budget. It is family friendly and can be found in the riverside area.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop that provides Chinese food at a moderate price range. The customer rating is a 1 out of 5 it is located in the city centre and is not kids friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no]","Fitzbillies is a moderate priced, low rated coffee shop in the city centre that is not friendly to kids.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no]","Fitzbillies is a moderately priced Chinese coffee shop that is not child friendly, and is located in the city centre with a rating of 1 out of 5.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no]","The Fitzbillies is non children-friendly coffee shop that also serves Chinese food. While it is located in the city centre and its prices are decent it has a low customer rating, 1 out of 5.",3
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no]","Fitzbillies is a coffee shop that has Chinese food.  Although they have a low rating, they have moderate prices.  They are in the city centre and do not allow children.",3
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes]","Fitzbillies is a moderate priced, kid friendly coffee shop which offers Chinese food, located in the city centre area.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes]",There is a unique restaurant in the city centre area called Fitzbillies which offers a coffee shop and Chinese food. It is kid friendly and moderately priced.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no]",Fitzbillies is a moderately priced coffee shop in the riverside area which also offers Chinese food. It has a customer rating of 1 out of 5. It is not kid friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies is a coffee shop that sells Chinese food in a moderate price range, customers rates it 1 out of 5. It is located in the riverside area and is kids friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies is a moderate priced coffee shop in the riverside area that sells Chinese food. It is kids Friendly and has a 1 out of 5 customer rating,.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop that provides Chinese food. It is not kid friendly and has a customer rating of 3 out of 5. It is located in the city centre and is moderately priced.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no]",Fitzbillies is a three star coffee shop in city centre  that sell Chinese food at a moderate cost for adults only.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no]",There is a three star coffee shop in city centre called Fitzbillies that sell Chinese food at a moderate price with no children around.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no]",There is a coffee shop that serves Chinese food in the city center that is moderately priced.  It is called Fitzbillies.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes]",Fitzbillies is a child friendly coffee shop which sells Chinese food. It is rated 3 out of 5 stars and is in the city centre. It has a moderate price range.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes]","There is a coffee shop called Fitzbillies that provides Chinese food. It has a customer rating of 3 out of 5 stars,and is located in the city centre. It has a moderate price range and is kid friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no]","There is a moderately priced coffee shop, Fitzbillies located on the riverside that serves Chinese food. Customers rate this coffee shop 3 out of 5 but is not kid friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes]",There is a kid friendly coffee shop in the riverside area call the Fitzbillies that serves Chinese food at a moderate price and a customer rating of 3 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes]",Fitzbillies is a moderately priced coffee shop serving Chinese food that received a customer rating of 3 out of 5. Kid friendly and located in riverside.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes]",Fitzbillies is a kid friendly coffee shop  in the riverside area that serves Chinese food at a moderate price with a customer rating of 3 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies serves Chinese food in the riverside area. It is a moderately priced, kid friendly, coffee shop that received a customer rating of 3 out of 5.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no]",Fitzbillies is a Chinese coffee shop that costs more than 30 pounds with a high customer rating. It is located in city centre and is not child friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes]",There is a coffee shop in the city centre that is suitable for children. Its called Fitzbillies and serves Chinese food for around £30. It has a high customer rating.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes]","The Fitzbillies is a coffee shop that serves Chinese food, but costs more than the average with great customer ratings. It is located in the city centre and yes, it is kid friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no]","Fitzbillies is a coffee shop and Chinese food restaurant with high customer ratings, a price rang of more than £30 in the Riverside area that is not children friendly.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no]","For a night out without the kids, try Fitzbillies in the riverside area. It's a pricier Chinese coffee shop that customers like a lot.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no]",Fitzbillies is an adult only restaurant located in the Riverside area that serves as a coffee shop and Indian food restaurant with a price range of more than £30 and high customer ratings.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no]",Fitzbillies is an expensive Chinese coffee shop in the riverside area that customers like but isn't good for kids.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes]",Fitzbillies is a Chinese coffee shop with high customer ratings in the riverside area. It's children friendly though it costs more than £30.,2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no]","At the city centre is Fitzbillies, a Chinese coffee shop.  Although not kids friendly, they offer food in the £20-25 range.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no]","Fitzbillies is a reasonably-priced Chinese restaurant and coffee shop. It is located in the city centre and receives high customer ratings, though not the best place to bring your kids.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no]","Fitzbillies serves Chinese food. Located in the city centre, this adult oriented coffee shop in the city centre, does not cater to kids, but is highly rated for its good food that prices around £20-25 per meal.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no]","Fitzbillies is a coffee shop serving Chinese food in the average price range. It is located in the city centre and receives high customer ratings, though not the best place to bring your kids.",2
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop that offers Chinese food in the 20 to 25 pound price range.  It has a high customer rating and is located in the city centre.  It is not kid-friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no]",Fitzbillies is a high rated coffee shop that provides Chinese food located in the riverside area. The price range is£20-25 and  it is not kids friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes]","There is a coffee shop on riverside that serves Chinese food, Fitzbillies. It is child friendly and customer ratings are high. Their price range is £20-25.",1
"name[Fitzbillies], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes]",Fitzbillies is a coffee shop that serves Chinese food on riverside. It is child friendly and has a price range of £20-25 with high customer ratings.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no]",The coffee shop called Fitzbillies had English good that was pretty cheap. It is located in the city centre where the unfriendly families rated it 5 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no]",The coffee shop called Fitzbillies had English good that was pretty cheap. It is located in the city centre where the unfriendly families rated it 5 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no]","Fitzbillies 5 star rated coffee shop, located in the city centre, English cuisine at affordable prices, children not permitted.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes]","Located in the city centre, there is a cheap and family-friendly English coffee shop named Fitzbillies, which boasts a 5 out of 5 customer rating.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes]",there is a low price coffee shop named Fitzbillies located in riverside that serving Japanese food with a customer rating of 5 out of 5 but not family-friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no]",on the riverside is a coffee shop that serves English food. Fitzbillies is not family-friendly but has a customer rating of 5 out of 5 and cheap price range.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","Fitzbillies is a cheap, family friendly coffee shop in riverside that serves English food. The average customer rating is 5 out of 5.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","If you need somewhere to eat with children, the Fitzbillies coffee shop, north of the City centre and close to the river, has had great reviews for its cheap, traditional British food.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no]",There's a cheap English coffee shop that's not family-friendly in the city centre with an average rating called Fitzbillies.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no]",Fitzbillies is a cheap average rating English coffee shop that's not family-friendly in the city centre.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes]","Fitzbillies is a coffee shop that offers cheap, family friend English food. It is located in city centre and has an average customer rating.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes]","There is a cheap coffee shop, Fitzbillies, that offers English food and is friendly to families. It has average ratings and is located in the center of the city.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes]",Fitzbillies is a coffee shop located in the city centre that serves cheap English food that is family-friendly and has a average customer rating.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes]",In the city centre there is a cheap family-friendly coffee shop called Fitzbillies that serves English food and has a average customer rating.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes]",Fitzbillies is family friendly coffee shop that offers meals at affordable prices.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes]","Fitzbillies is a cheap price Range, family Friendly coffee shop which serves English food in the riverside area of town.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]",A high price range coffee shop that serves English food in the city center is Fitzbillies. They have a rating of 1 out of 5 and are not kid friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop in the high price range that serves English food. They are located in the city centre. They are not kid friendly and have a rating of 1 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]",Fitzbillies is a coffee shop in the city centre which serves English food.  It has a low customer rating and the prices are high and unfortunately it is not child friendly.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no]","In the city centre is a coffee shop which serves English food called Fitzbillies.  Unfortunately it is quite expensive, has a low customer rating and does not welcome children.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes]","Though it is children friendly, the coffee shop Fitzbillies near city centre offers English food at a low rating of 1 out of 5 and a high price range.",2
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes]","Yes, this restaurant is child friendly where they serve English food. This place is called Fitzbillies after the owners. They recently relocated to city centre where the area rates 1 out of 5. They are surrounded by a coffee shop and retail stores where the prices are high.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes]","Yes, this restaurant is children friendly and the English food is great. The restaurant is named Fitzbillies located in the city centre where the ratings scores an average of 1 out of 5. This restaurant is also similar to a coffee shop where the prices are high.",1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes]",Fitzbillies is a high priced English coffee shop that is in the city centre and is children friendly. Customers rated it 1 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes]",A high priced English coffee shop that is in the city centre and is children friendly is called Fitzbillies.  Customers rated it 1 out of 5.,1
"name[Fitzbillies], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no]",Fitzbillies is an expensive coffee shop that serves English food by the riverside. It has a customer rating of 1 out 5 and children are not allowed.,1
