mr,ref,score
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[riverside]",The Golden Palace coffee shop also offers a full breakfast. Located outside city centre.,3
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[city centre]","There is a coffee shop, The Golden Palace, also offering English food. It is located in the city centre. Its price range is more than £30. Customer rating for this coffee shop is high.",3
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[city centre]","The Golden Palace is a coffee shop in the city centre. It also offers English food. It is rated high by the customers, however its price range is more than £30.",3
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[riverside]","coffee shop The Golden Palace offers English food. It has a very good reputation, unfortunately, also has a high price.",3
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[more than £30], customer rating[high], area[riverside]","coffee shop The Golden Palace has a very good reputation, unfortunately, also has a high price. It offers English food.",3
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], near[The Sorrento]",The Mill is also a chines restaurant. It has high prices. it is near The Sorrento.,3
"name[The Mill], eatType[coffee shop], food[English], priceRange[high], area[city centre], near[The Sorrento]",The Mill is a coffee shop with high prices. It also serves English food and is located in the city centre near The Sorrento.,3
"name[The Mill], eatType[coffee shop], food[English], priceRange[high], area[city centre], near[The Sorrento]",The Mill is a coffee shop that also serves English food. The price range is high. It is located near The Sorrento in the city centre area.,3
"name[The Punter], customer rating[3 out of 5], area[riverside], familyFriendly[yes]",The riverside hosts The Punter which is both kid friendly and has a 3 out of 5 customer rating.,3
"name[The Punter], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","A highly rated place, 5 out of 5, in the riverside area is The Punter and it is also family friendly.",3
"name[The Punter], customer rating[5 out of 5], area[riverside], familyFriendly[yes]",In riverside is The Punter which has a children friendly atmosphere as well as a 5 out of 5 customer rating.,3
"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]",Near the riverside  The Punter has an average  customer rating  and also child friendly.,3
"name[The Punter], customer rating[low], area[city centre], familyFriendly[yes]","The Punter is located in the City Centre, is family-friendly but is also rated lowly.",3
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]",There is a coffee shop that serves Chinese food near Café Sicilia that has a 5 out of 5 customer rating called The Punter. It is in the low price range and is also family friendly.,3
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], familyFriendly[no], near[Café Sicilia]","If you are looking for something near Café Sicilia, The Punter is pretty close by. It is a coffee shop, not family friendly, which also serves Chinese food. It may have average customer ratings, but its prices are cheap.",3
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], familyFriendly[no], near[Café Sicilia]",The Punter is located near Café Sicilia. This is a Chinese restaurant with a price range over thirty dollars. It is also a coffee shop. The customers rate it high. It is not children friendly.,3
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]","There is a cheap, family friendly coffee shop called The Punter near Café Sicilia. It has a 5 out of 5 customer rating and also serves English food.",3
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]",The Punter is a family friendly coffee shop near Café Sicilia that also offers food. Low prices and a customer rating of 5 out of 5.,3
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[no], near[Café Sicilia]",There is a coffee shop near Café Sicilia called The Punter what does English food the price range is cheap also it has a low customer rating.,3
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], familyFriendly[yes], near[Café Sicilia]","The Punter is a coffee shop which serves English food. It is located near Café Sicilia, and has an average customer rating. It is also in the cheap price range, and is family friendly.",3
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes]",The Wrestlers is both kid friendly and has a customer rating of 3 out of 5.,3
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]",The Wrestlers are both family Friendly and have a 5 out of 5 rating.,3
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]",The Wrestlers has a rating of 5 out 5. It is also family friendly.,3
"name[The Wrestlers], customer rating[average], familyFriendly[yes]",An average customer rated restaurant that is also child-friendly is The Wrestlers.,3
"name[The Wrestlers], customer rating[average], familyFriendly[yes]",The Wrestlers has an average customer rating and is also children friendly.,3
"name[The Wrestlers], customer rating[high], familyFriendly[yes]","Not only is The Wrestlers children friendly,  it also has a high customer rating.",3
"name[The Wrestlers], customer rating[high], familyFriendly[yes]","The Wrestlers is both, highly recommended and  kid friendly.",3
"name[The Wrestlers], customer rating[high], familyFriendly[yes], near[The Sorrento]","Despite the name, The Wrestlers is a rather children friendly eatery. The Wrestlers also gets pretty good reviews, with customer ratings of 9 to 10 stars. The Wrestlers can be found near The Sorrento.",3
"name[The Wrestlers], customer rating[low], familyFriendly[no], near[The Sorrento]","With a low customer rating, The Wrestlers is located near The Sorrento. It is also not family-friendly.",3
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Chinese coffee shop, The Wrestlers, is located in the city centre near Raja Indian Cuisine. This place isn't children friendly, as well as the price range being high.",3
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","A coffee shop near Raja Indian Cuisine, in the city centre, is The Wrestlers. It also provides Chinese food.  It has a high price range and is child friendly.",3
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Located on the riverside, near Raja Indian Cuisine, is The Wrestlers. It is a family-friendly, low-priced coffee shop which also serves Chinese food.",3
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","If you want a low-priced coffee shop on the riverside, then try The Wrestlers. This family-friendly coffee shop also serves Chinese food and it is located near Raja Indian Cuisine.",3
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, a coffee shop that also serves Chinese food less than £20, is located in the riverside, near Raja Indian Cuisine.",3
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","coffee shop, The Wrestlers, is located on the riverside near Raja Indian Cuisine.  It serves English style food and is moderately priced.  It is also kid friendly.",3
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], near[Ranch]",Wildwood is a coffee shop also selling Chinese food. It gets 5 out of 5 from customers and is cheap. Find it near Ranch.,3
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], near[Ranch]","Wildwood is a coffee shop that also serves Chinese food near Ranch.  The establishment boasts high customer ratings, and the menu is priced between £20-25.",3
"name[Wildwood], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], near[Ranch]",The Ranch has an average rating. It is the Wildwood and serves English food for cheap. It also has a coffee shop in it.,3
"name[Wildwood], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], near[Ranch]","Wildwood is a coffee shop also offering English themed food, near Ranch, good ratings.",3
"name[Wildwood], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], near[Ranch]",Wildwood is a high costing coffee shop with a rating of one star.  WIldwood is also located next to a Ranch.,3
