mr,ref,score
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]","The Eagle coffee shop, serving Chinese food, prices from £30.99, high profile, riverside, near Burger King, child friendly.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]","The Eagle coffee shop makes delicious Chinese food in the price range of more than £30, ongoing  high customer service ratings, located by the riverside, bring your children, easy to find beside the Burger King.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Burger King]","coffee shop and Chinese, The Eagle, is near Burger King in Riverside. With a price range of £20-25 and a high customer rating. Children not allowed.",2
"name[The Eagle], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Burger King]","The Eagle, coffee shop and Chinese, is near Burger King in Riverside. Children not allowed. High customer rating and price range £20-25.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Burger King]","An average, cheap, English coffee shop near Burger King in the city center, is The Eagle.  They are not family-friendly.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle, located in the city centre, is an English food and coffee shop located near Burger King. Customers have rated it as average, with a cheap price range, and the establishment is kid-friendly.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Burger King]","coffee Shop, The Eagle, is a coffee shop offering English cuisine by the Burger King.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Burger King]","The Eagle, near Burger King in the city centre area, is a highly priced coffee shop which is not child friendly and has a poor rating from its customers.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle, an English coffee shop located near Burger King in the city centre, offers food at high price range. Although it has a customer rating of 1 out of 5, it also is children friendly.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Burger King]","The Eagle, near Burger King in the city centre, is a coffee shop with English food. It is in the high price range and has an average customer rating. It is children-friendly.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]","The Eagle coffee shop is moderate price range, is not kid friendly serves English food, has a 1 out 5 customer rating. It's near Burger King in the riverside area.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Burger King]","Near Burger King by the riverside area there is a coffee shop that serves English food, not kid friendly, moderating pricing and has a customer rating of 1 out of 5 that is called The Eagle.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Burger King]","The Eagle, an adult oriented coffee shop serving English food, in riverside near Burger King, has moderate prices and customer ratings of 3 out of 5.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Burger King]","The Eagle, located riverside near the Burger King, is a moderately priced English coffee shop with 3 of 5 customer ratings and not a kid friendly environment.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]","The Eagle is a coffee shop providing average-priced English food, it is located by the riverside, near Burger King, kids-friendly and customer-rated high.",2
"name[The Eagle], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Burger King]","The English coffee shop near Burger King is called The Eagle. It is kid friendly, with high customer ratings, in the riverside area. The price range is from 20 to 25 pounds.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[average], area[city centre]","The Golden Palace is a coffee shop where you can also get cheap Chinese food. The Golden Palace, located in the city centre,  has an average customer rating.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[city centre]","The Golden Palace, located in the city centre,  is a coffee shop which provides Chinese food.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside]","The Golden Palace, which can be found on the riverside, is a coffee shop serving Chinese food. It has a customer rating of 1 out of 5 and the price range is high.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside]","The Chinese coffee shop, The Golden Palace, is located in riverside. The price range is high with customer ratings of average.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], area[riverside]","The Chinese coffee shop, The Golden Palace, with a high price range, is located in riverside. The customer ratings are average.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[less than £20], customer rating[low], area[riverside]","The Golden Palace, Riverside, is a Chinese coffee shop. Customers rate the coffee shop as low but the price range is less than £20.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside]","Riverside restaurant, The Golden Palace, enjoys high customer rating. The venue is a coffee shop offering Chinese food at a price range exceeding 30 pounds.",2
"name[The Golden Palace], eatType[coffee shop], food[Chinese], priceRange[£20-25], customer rating[high], area[city centre]","A coffee shop, with a high customer rating, called The Golden Palace, located in a city centre, offers Chinese food, within a price range of £20-25.",2
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside]","A cheap coffee shop, The Golden Palace, has a 5 out of 5 customer rating, sells  English food, and is located in the riverside area.",2
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre]","The English style coffee shop, The Golden Palace, is located in the city centre.",2
"name[The Golden Palace], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside]","The Golden Palace, situated in riverside, is a coffee shop with English food having a moderate price range a customer rating of 1 out of 5.",2
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], near[The Sorrento]","coffee shop and Chinese food, The Mill in the City Centre near The Sorrento, has a price range of less than £20.",2
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], near[The Sorrento]","The Mill, a coffee shop near The Sorrento in the riverside area, is another cheap place to get Chinese food.",2
"name[The Mill], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], near[The Sorrento]","The moderately priced coffee shop, The Mill, serves Chinese food, and is in the riverside area near The Sorrento.",2
"name[The Mill], eatType[coffee shop], food[English], priceRange[cheap], area[riverside], near[The Sorrento]","If you are looking for English food, there is a cheap coffee shop, in Riverside, near The Sorrento, called The Mill.",2
"name[The Mill], eatType[coffee shop], food[English], priceRange[cheap], area[riverside], near[The Sorrento]","The Mill, coffee shop located near The Sorrento in the riverside area, has English food for cheap prices.",2
"name[The Mill], eatType[coffee shop], food[English], priceRange[high], area[riverside], near[The Sorrento]","The Mill, located near The Sorrento, is in the riverside area.",2
"name[The Mill], eatType[coffee shop], food[English], priceRange[moderate], area[city centre], near[The Sorrento]","The Mill, located near The Sorrento, is a coffee shop serving English food in the moderate price range.",2
"name[The Mill], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], near[The Sorrento]","The Mill, a coffee shop, located near The Sorrento, riverside, has a moderate price range, and serves English food.",2
"name[The Phoenix], customer rating[5 out of 5], area[city centre]","The Phoenix, a city centre establishment, has achieved a high customer rating.",2
"name[The Phoenix], customer rating[average], area[city centre]","Customers rate The Phoenix, in the city centre, as average.",2
"name[The Phoenix], customer rating[average], area[city centre]","The Phoenix, near the city centre, has an average customer rating.",2
"name[The Punter], customer rating[3 out of 5], area[riverside], familyFriendly[yes]","The Punter is a riverside, kid friendly area, with a rating of 3 out of 5.",2
"name[The Punter], customer rating[3 out of 5], area[riverside], familyFriendly[yes]","Customer friendly, The Punter, has a customer rating of 3 out of 5 and is located near riverside.",2
"name[The Punter], customer rating[5 out of 5], area[riverside], familyFriendly[yes]","A highly rated place, 5 out of 5, in the riverside area is The Punter and it is also family friendly.",2
"name[The Punter], customer rating[average], area[riverside], familyFriendly[yes]","Average family friendly location, The Punter, is in riverside.",2
"name[The Punter], customer rating[low], area[riverside], familyFriendly[no]","The Punter, located in City Centre, is not family friendly and has a really low rating.",2
"name[The Punter], customer rating[low], area[riverside], familyFriendly[yes]","The low customer rated venue, The Punter, is a family-friendly venue in riverside.",2
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[cheap], customer rating[5 out of 5], familyFriendly[no], near[Café Sicilia]","The Punter, located near Café Sicilia, is a coffee shop style eatery, serving cheap Chinese food. While it does not cater to families, it does enjoy a high customer rating, scoring 5 out of 5.",2
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]","The Punter, a Chinese, coffee shop style eatery near the Café Sicilia, has only a 1 out of five customer rating. It's moderately priced, but not kid friendly.",2
"name[The Punter], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], familyFriendly[no], near[Café Sicilia]","The Punter, a coffee shop, serves Chinese food within the moderate price range. It is located near Café Sicilia, and is not kid friendly, with a 3 star rating.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[cheap], customer rating[5 out of 5], familyFriendly[yes], near[Café Sicilia]","The Punter, a cheap coffee shop, is near Café Sicilia.  It has a 5 out of 5 customer rating and is family friendly, serving English food.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], familyFriendly[no], near[Café Sicilia]","English food coffee shop, The Punter, is a high priced 1 out of 5 star rated shop near Café Sicilia. It is not kid friendly.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[high], customer rating[average], familyFriendly[yes], near[Café Sicilia]","Located to the north of Café Sicilia, a coffee shop which is known as, The Punter, offers moderate price range British food. It is suitable for everyone and family to visit.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[no], near[Café Sicilia]","The Punter, a coffee shop near Café Sicilia that serves English food, have prices less than £20. It has a low customer rating and is not being family-friendly.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], familyFriendly[yes], near[Café Sicilia]","A family friendly English coffee shop near, Café Sicilia, has prices below 20 pounds, but has a low customer rating. It's name is The Punter.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[moderate], customer rating[3 out of 5], familyFriendly[no], near[Café Sicilia]","An English coffee shop located near Café Sicilia, called The Punter, is has moderate price range, customer ratings of 3 out of 5, and is not kid friendly.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]","Moderately priced with excellent ratings, The Punter, located near Café Sicilia, is a family friendly coffee shop.",2
"name[The Punter], eatType[coffee shop], food[English], priceRange[£20-25], customer rating[high], familyFriendly[yes], near[Café Sicilia]","Near Café Sicilia, The Punter is a coffee shop with English food, a high customer Rating, is kids Friendly and a price range of £20-25.",2
"name[The Wrestlers], customer rating[1 out of 5], familyFriendly[yes], near[The Sorrento]","The Wrestlers, near The Sorrento, is a child-friendly restaurant with a very low customer rating.",2
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes]","The 3 out of 5 customer rated venue, The Wrestlers, offers a kid friendly environment.",2
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes], near[The Sorrento]","Kid friendly place, near The Sorrento, with a customer rating of 3 out of 5, is a place named The Wrestlers.",2
"name[The Wrestlers], customer rating[3 out of 5], familyFriendly[yes], near[The Sorrento]","Child friendly, The Wrestlers, is found near The Sorrento and has a customer rating of 3 out of 5.",2
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[no], near[The Sorrento]","The highly recommended adults only venue , The Wrestlers, is found near The Sorrento.",2
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[no], near[The Sorrento]","The adults only highly recommended, The Wrestlers, is located near The Sorrento.",2
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]","The Wrestlers, a children friendly restaurant, has a customer rating of 5 out of 5.",2
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes]","The children friendly restaurant, The Wrestlers, has a customer rating of 5 out of 5.",2
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes], near[The Sorrento]","The Wrestlers, near The Sorrento, has a 5 out of 5 rating and is family friendly.",2
"name[The Wrestlers], customer rating[5 out of 5], familyFriendly[yes], near[The Sorrento]","Family friendly restaurant, The Wrestlers, is rated 5 out of 5 by its customers and is located near The Sorrento.",2
"name[The Wrestlers], customer rating[average], familyFriendly[yes], near[The Sorrento]","The Wrestlers, near The Sorrento, is children friendly and has an average customer rating.",2
"name[The Wrestlers], customer rating[high], familyFriendly[yes]","Kid friendly, The Wrestlers, is highly rated.",2
"name[The Wrestlers], customer rating[high], familyFriendly[yes], near[The Sorrento]","The Wrestlers, located near The Sorrento, is child friendly and has a high customer rating.",2
"name[The Wrestlers], customer rating[low], familyFriendly[no]","The Wrestlers, with a one star rating, appreciates an adult patron.",2
"name[The Wrestlers], customer rating[low], familyFriendly[yes], near[The Sorrento]","The Wrestlers, near The Sorrento, is a children-friendly establishment with a low customer rating.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Chinese coffee shop, The Wrestlers, is located in the city centre near Raja Indian Cuisine. The price range is high and isn't children friendly.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Chinese coffee shop, The Wrestlers, is located in the city centre near Raja Indian Cuisine. This place isn't children friendly, as well as the price range being high.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers, a coffee shop in the city centre offering Chinese food, is in the above average price range. It is located near the Raja Indian Cuisine and is not children friendly.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","A coffee shop near Raja Indian Cuisine, in the city centre, is The Wrestlers. It also provides Chinese food.  It has a high price range and is child friendly.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, near Raja Indian Cuisine in riverside, is a children Friendly coffee shop that sells Chinese food. IT is a high price range.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","With below average prices, The Wrestlers, a non-family friendly coffee shop in the city centre, offers Chinese food and is located near the Raja Indian Cuisine.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","Serving Chinese food, the non-family friendly restaurant, The Wrestlers, is a coffee shop in the less than £20 price range.  It is in city centre near Raja Indian Cuisine.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, a coffee shop that also serves Chinese food less than £20, is located in the riverside, near Raja Indian Cuisine.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","Moderately priced adult-only Chinese coffee shop, The Wrestlers, can be found in the city centre near to Raja Indian Cuisine.",2
"name[The Wrestlers], eatType[coffee shop], food[Chinese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","There is a coffee shop, The Wrestlers, serving Chinese food along the riverside near Raja Indian Cuisine. It is not kids friendly and is moderately priced.",2
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Near Raja Indian Cuisine  around city centre there is a coffee shop that is high price range, children friendly, serves English food called The Wrestlers.",2
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Wrestlers, located near Raja Indian Cuisine, Luton, is a coffee shop serving English food at reasonable prices.",2
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers, near Raja Indian Cuisine in riverside, serves English food.  It is moderately priced and kid friendly.",2
"name[The Wrestlers], eatType[coffee shop], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","coffee shop, The Wrestlers, is located on the riverside near Raja Indian Cuisine.  It serves English style food and is moderately priced.  It is also kid friendly.",2
"name[Travellers Rest Beefeater], customer rating[5 out of 5], area[city centre], near[Raja Indian Cuisine]","Travellers Rest Beefeater in the city center, near Raja Indian Cuisine, has a high customer rating.",2
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[high], customer rating[average], near[Ranch]","Near Ranch there is a Chinese place that is a coffee shop style place, it's called Wildwood, customer ratings so far are average but the menu looks high priced.",2
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], near[Ranch]","Wildwood , near Ranch, is a coffee shop offering Chinese fare at a moderate price range, and has received a customer rating of one out of five.",2
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[1 out of 5], near[Ranch]","There is a moderate coffee shop, Wildwood, serving Chinese food near the Ranch. It has a customer rating of 1 out of 5.",2
"name[Wildwood], eatType[coffee shop], food[Chinese], priceRange[moderate], customer rating[3 out of 5], near[Ranch]","Wildwood, near Ranch, is a coffee shop which specialises in Chinese food. Its prices are moderate and its customers rate it 3 out of 5.",2
"name[Wildwood], eatType[coffee shop], food[English], priceRange[cheap], customer rating[average], near[Ranch]","A coffee shop called Wildwood, which serves cheap English food, has an average customer rating and is near Ranch.",2
"name[Wildwood], eatType[coffee shop], food[English], priceRange[high], customer rating[1 out of 5], near[Ranch]","Wildwood, an English coffee shop located near Ranch, has high prices and low ratings.",2
"name[Wildwood], eatType[coffee shop], food[English], priceRange[less than £20], customer rating[low], near[Ranch]","Wildwood, a coffee shop located near the Ranch, serves inexpensive breakfast foods.",2
"name[Wildwood], eatType[coffee shop], food[English], priceRange[moderate], customer rating[1 out of 5], near[Ranch]","Wildwood, English coffee shop, is  situated near Ranch and has moderate pricing. It received 1 out of 5 star rating.",2
